"","ResponseId","Q187","chall_ass_self_1","chall_ass_self_2","chall_ass_self_3","chall_ass_self_4","chall_ass_self_5","chall_word_ev_1","chall_word_ev_2","chall_word_ev_3","chall_word_ev_4","chall_word_ev_5","crit_ass_self_1","crit_ass_self_2","crit_ass_self_3","crit_ass_self_4","crit_ass_self_5","crit_word_ev_1","crit_word_ev_2","crit_word_ev_3","crit_word_ev_4","crit_word_ev_5","chall_word_us_ev_1","chall_word_us_ev_2","chall_word_us_ev_3","chall_word_us_ev_4","chall_word_us_ev_5","crit_word_us_ev_1","crit_word_us_ev_2","crit_word_us_ev_3","crit_word_us_ev_4","crit_word_us_ev_5","pre_ms","pre_ms_words_4","pre_ms_words_5","pre_ms_words_6","ms_words_ev_1","ms_words_ev_2","ms_words_ev_3","chall_gnat_feedback_1","chall_gnat_feedback_2","chall_gnat_feedback_3","chall_gnat_correct_1","chall_gnat_attention_1","crit_gnat_feedback_1","crit_gnat_feedback_2","crit_gnat_feedback_3","crit_gnat_correct_1","crit_gnat_attention_1","Q194","iq_1","iq_2","fms_1","fms_2","fms_3","fms_4","crms_1","crms_2","crms_3","crms_4","chms_1","chms_2","chms_3","chms_4","grit_1","grit_2","grit_3","grit_4","grit_5","grit_6","grit_7","grit_8","fsc_1","fsc_2","crsc_1","crsc_2","chsc","mcsd_1","mcsd_2","mcsd_3","mcsd_4","mcsd_5","mcsd_6","mcsd_7","mcsd_8","mcsd_9","mcsd_10","mcsd_11","mcsd_12","mcsd_13","Q197_1","Q197_2","Q197_3","Q197_4","Q197_5","Q197_6","Q197_7","Q197_8","Q197_9","Q197_10","Q197_11","Q197_12","Q197_13","Q197_14","Q197_15","Q197_16","Q197_17","Q197_18","rei_1","rei_2","rei_3","rei_4","rei_5","rei_6","rei_7","rei_8","rei_9","rei_10","rei_11","rei_12"
"368","R_2Y3ThKboo7m82gf","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","sport","erő","motiváltság","akaraterő","fáradtság","inkább pozitív","pozitív","pozitív","inkább pozitív","inkább negatív","vizsga","vélemény","újság","fejlődés","sértődés","semleges","inkább pozitív","semleges","pozitív","negatív","inkább pozitív","inkább negatív","inkább pozitív","inkább negatív","inkább negatív","inkább negatív","semleges","inkább pozitív","inkább negatív","semleges","Izgulnék és biztos lennék benne, hogy rosszat fog mondani a dolgozatról. Ha tudnám, hogy amúgy nagyon jól sikerült a munkám, akkor is ugyanezt gondolnám, mert én alapvetően egy aggódó és kritikus ember vagyok.","izgalom","szomorúság","aggódás","inkább pozitív","negatív","inkább negatív","Közepesen.","Inkább igen.","Igen, nagyon.",71,90,"Közepesen.","Igen.","Igen, nagyon.",82,92,"nem volt.","Inkább nem értek egyet","Inkább nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Egyáltalán nem értek egyet","Nem értek egyet","Nagyon jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Kevéssé jellemző rám","Kevéssé jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Hamis","Igaz","Igaz","Hamis","Igaz","Hamis","Igaz","Hamis","Igaz","Hamis","Hamis","Teljesen egyetértek","Inkább egyetértek","Teljesen egyetértek","Inkább egyetértek","Inkább egyetértek","Közepesen egyetértek","Teljesen egyetértek","Közepesen egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Teljesen egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább igaz","Inkább igaz","Inkább nem igaz","Inkább igaz","Inkább igaz","Inkább nem igaz","Egyáltalán nem igaz","Egyáltalán nem igaz","Egyáltalán nem igaz","Egyáltalán nem igaz","Egyáltalán nem igaz","Egyáltalán nem igaz"
"369","R_3exGThZAPpY9NCv","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","változás","lehetőség","szorongás","fejlődés","segítség","inkább pozitív","inkább pozitív","negatív","pozitív","inkább pozitív","negatív","pozitív","hasznos","megfontolás","elengedés","negatív","pozitív","pozitív","pozitív","inkább pozitív","inkább pozitív","inkább negatív","inkább pozitív","semleges","inkább negatív","semleges","inkább pozitív","inkább pozitív","inkább pozitív","semleges","Javaslatai lesznek, amelyek jobbá teszik majd a prezentációmat.","türelmetlenség","kiváncsiság","enyhe bizonytalanság","inkább negatív","inkább pozitív","inkább negatív","Inkább nem.","Inkább igen.","Igen, nagyon.",40,75,"Közepesen.","Igen.","Igen, nagyon.",50,86,NA,"Nem értek egyet","Nem értek egyet","Nem értek egyet","Nem értek egyet","Egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Egyetértek","Nagyon jellemző rám","Egyáltalán nem jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Igaz","Hamis","Igaz","Igaz","Hamis","Igaz","Igaz","Igaz","Igaz","Igaz","Hamis","Inkább egyetértek","Inkább egyetértek","Közepesen egyetértek","Inkább egyetértek","Inkább egyetértek","Közepesen egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Közepesen egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Egyaránt igaz és hamis","Inkább igaz","Inkább nem igaz","Inkább igaz","Egyaránt igaz és hamis","Egyaránt igaz és hamis","Inkább igaz","Inkább igaz","Inkább igaz","Inkább igaz","Egyaránt igaz és hamis","Egyaránt igaz és hamis"
"370","R_SGGm4bzlq1gn4C5","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","nehézség","erő","megmérettetés","akarat","cél","negatív","pozitív","inkább pozitív","pozitív","pozitív","filmek","cikkek","értékelés","pozitív","negatív","semleges","semleges","semleges","pozitív","negatív","inkább pozitív","inkább pozitív","pozitív","inkább negatív","inkább pozitív","semleges","pozitív","semleges","semleges","inkább negatív","Szerinetm azért hív be az egyetemre, hogy segítséget nyújtson az adott szakdolgozati prezentációval kapcsolatban. Elmondja melyik elemeket lenne érdemes megtartani benne, illetve elmondaná ami neki nem tetszik benne, javasolná, hogy korigáljam azokat amik esetleg nem úgy sikerültek benne, mint ahogyan kellett volna.","izgalom","félelem","kíváncsiság","inkább negatív","negatív","inkább pozitív","Inkább nem.","Inkább igen.","Inkább igen.",66,85,"Nem.","Igen.","Igen, nagyon.",67,88,"Próbáltam figyelni a színekre.","Inkább nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Inkább egyetértek","Inkább egyetértek","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Kevéssé jellemző rám","Kevéssé jellemző rám","Egyáltalán nem jellemző rám","Nagyon jellemző rám","Egyáltalán nem jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Igaz","Igaz","Hamis","Igaz","Igaz","Hamis","Hamis","Igaz","Hamis","Hamis","Igaz","Igaz","Hamis","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Közepesen egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Teljesen egyetértek","Inkább egyetértek","Inkább egyetértek","Teljesen egyetértek","Egyáltalán nem értek egyet","Teljesen egyetértek","Közepesen egyetértek","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem igaz","Inkább igaz","Inkább nem igaz","Inkább igaz","Egyaránt igaz és hamis","Teljes mértékben igaz","Inkább nem igaz","Inkább nem igaz","Inkább igaz","Egyáltalán nem igaz","Inkább nem igaz","Inkább nem igaz"
"371","R_8wvqyiRTbxRWEtH","a böngészőt átváltottam teljes képernyős módra","lehetőség","élmény","izgalom","feladat","nehézség","pozitív","inkább pozitív","inkább pozitív","semleges","semleges","Rosszindulat","építő","szándék","belátás","fejlődés","negatív","pozitív","inkább pozitív","inkább pozitív","inkább pozitív","inkább pozitív","semleges","inkább negatív","inkább negatív","semleges","inkább pozitív","pozitív","inkább pozitív","semleges","inkább negatív","Személyesebb a beszélgetés élőben, jobban kifejtené a részleteket és a javítani való dolgokat, simításokat amiket tennem kell, vagy kiegészítést","furcsa","kíváncsi","remény","semleges","semleges","inkább pozitív","Inkább igen.","Közepesen.","Inkább igen.",65,51,"Igen, nagyon.","Közepesen.","Igen.",50,40,"Érzésre csináltam","Inkább egyetértek","Inkább egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Teljes mértékben egyetértek","Egyetértek","Egyáltalán nem értek egyet","Nagyon jellemző rám","Teljes mértékben jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Nagyon jellemző rám","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Talán így gondolnám.","Talán így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Hamis","Hamis","Igaz","Hamis","Igaz","Igaz","Igaz","Hamis","Igaz","Igaz","Hamis","Inkább egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Inkább egyetértek","Inkább nem értek egyet","Közepesen egyetértek","Teljesen egyetértek","Közepesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Közepesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Közepesen egyetértek","Teljes mértékben igaz","Egyaránt igaz és hamis","Inkább igaz","Inkább igaz","Egyaránt igaz és hamis","Inkább nem igaz","Egyáltalán nem igaz","Egyaránt igaz és hamis","Egyaránt igaz és hamis","Inkább nem igaz","Inkább igaz","Inkább igaz"
"372","R_1rCbeYxkQZt8tE2","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","fejlődés","motiváció","fejlesztés","küzdelem","teljesítés","inkább pozitív","inkább pozitív","inkább pozitív","inkább pozitív","inkább pozitív","újságcikk","emberek","negatív","pozitív","főnök","semleges","semleges","negatív","pozitív","semleges","inkább pozitív","inkább pozitív","inkább pozitív","inkább negatív","inkább pozitív","inkább negatív","inkább pozitív","semleges","semleges","inkább negatív","Szerintem elmondja, hogy mi a jó, viszont azt is, hogy mit kéne még javítani rajta.","várakozás","semlegesség","teljesítés","inkább pozitív","semleges","inkább pozitív","Inkább igen.","Közepesen.","Közepesen.",20,30,"Igen.","Közepesen.","Közepesen.",30,40,"nincs különösebben, csak koncentráltam","Nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Valamennyire jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Teljes mértékben jellemző rám","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Igaz","Igaz","Igaz","Igaz","Igaz","Hamis","Igaz","Hamis","Igaz","Hamis","Igaz","Hamis","Hamis","Közepesen egyetértek","Közepesen egyetértek","Közepesen egyetértek","Inkább nem értek egyet","Közepesen egyetértek","Inkább nem értek egyet","Inkább egyetértek","Egyáltalán nem értek egyet","Teljesen egyetértek","Inkább egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Inkább egyetértek","Teljesen egyetértek","Közepesen egyetértek","Inkább igaz","Inkább nem igaz","Inkább igaz","Inkább igaz","Inkább nem igaz","Egyáltalán nem igaz","Inkább nem igaz","Inkább nem igaz","Egyaránt igaz és hamis","Egyaránt igaz és hamis","Egyaránt igaz és hamis","Egyaránt igaz és hamis"
"373","R_1Isccch4tyOBqzj","lenémítottam a telefonom,a böngészőt átváltottam teljes képernyős módra","újdonság","nehéz","változás","problémamegoldás","energia","inkább negatív","inkább pozitív","pozitív","pozitív","semleges","reflexió","megerősítés","minősítés","fejlődési lehetőség","bántás","pozitív","pozitív","inkább pozitív","pozitív","negatív","inkább negatív","inkább pozitív","pozitív","negatív","pozitív","inkább pozitív","pozitív","inkább pozitív","semleges","inkább negatív","Kijavítja az esetleges hibákat. Pozitívan értékel és segít összeszedni a prezentációhoz tartozó gondolatokat.","öröm","megnyugvás","bizakodás","pozitív","inkább pozitív","inkább pozitív","Inkább igen.","Közepesen.","Igen, nagyon.",50,72,"Igen.","Nem.","Igen, nagyon.",61,93,NA,"Inkább nem értek egyet","Nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Teljes mértékben egyetértek","Nagyon jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Nagyon jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Kevéssé jellemző rám","Kevéssé jellemző rám","Egyáltalán nem valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Igaz","Igaz","Igaz","Igaz","Igaz","Hamis","Igaz","Igaz","Hamis","Hamis","Hamis","Inkább nem értek egyet","Egyáltalán nem értek egyet","Közepesen egyetértek","Inkább nem értek egyet","Közepesen egyetértek","Egyáltalán nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Teljesen egyetértek","Teljesen egyetértek","Közepesen egyetértek","Inkább nem értek egyet","Közepesen egyetértek","Közepesen egyetértek","Teljesen egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább igaz","Egyaránt igaz és hamis","Inkább nem igaz","Egyáltalán nem igaz","Inkább igaz","Egyaránt igaz és hamis","Inkább igaz","Inkább igaz","Egyaránt igaz és hamis","Teljes mértékben igaz","Inkább igaz","Egyaránt igaz és hamis"
"374","R_1dMuXQAVtqXD6vg","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","tiktok","élet","challenge","elfogadva","lehetetlen","negatív","inkább pozitív","semleges","inkább pozitív","inkább negatív","építő","zsűri","érdemjegy","félelem","fejlődés","pozitív","semleges","inkább negatív","negatív","pozitív","inkább pozitív","inkább negatív","inkább pozitív","semleges","inkább pozitív","inkább negatív","pozitív","inkább pozitív","pozitív","negatív","Attól félek, hogy valamit nagyon elronthattam. Egy dicséretre nem szánna külön időt, ha annyira elfoglalt.","pánik","kétségbeesés","félelem","negatív","negatív","negatív","Inkább igen.","Igen, nagyon.","Igen, nagyon.",81,83,"Közepesen.","Igen.","Igen, nagyon.",81,85,"inkább a melléknevek ""megértésére"" koncentráltam, hogy pozitív-e vagy negatív. A főnév mindig a kihívás volt, soha nem az iskola, tehát abba jobban belejöttem.","Inkább egyetértek","Egyetértek","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Nem értek egyet","Inkább nem értek egyet","Valamennyire jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Teljes mértékben jellemző rám","Nagyon jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Teljes mértékben jellemző rám","Nagyon valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Igaz","Igaz","Igaz","Igaz","Igaz","Hamis","Igaz","Hamis","Igaz","Hamis","Igaz","Igaz","Hamis","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Inkább egyetértek","Inkább nem értek egyet","Teljesen egyetértek","Közepesen egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Egyáltalán nem értek egyet","Közepesen egyetértek","Teljesen egyetértek","Inkább nem igaz","Inkább igaz","Inkább nem igaz","Inkább igaz","Inkább igaz","Egyaránt igaz és hamis","Inkább nem igaz","Inkább nem igaz","Inkább nem igaz","Inkább nem igaz","Inkább igaz","Inkább igaz"
"375","R_33lqUOkwHPhiY78","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","győzelem","verseny","nehéz","teljesítés","kényszer","pozitív","inkább pozitív","inkább pozitív","pozitív","inkább negatív","rossz","nehéz","könyv","düh","ember","negatív","negatív","semleges","negatív","inkább negatív","pozitív","pozitív","pozitív","inkább negatív","pozitív","negatív","semleges","inkább negatív","inkább pozitív","negatív","Negatív visszajelzés, valami nem tetszik, nem jó a szakdolgozattal.","aggodalom","düh","kifáradás","negatív","negatív","negatív","Inkább igen.","Igen, nagyon.","Igen, nagyon.",75,88,"Igen.","Igen, nagyon.","Igen, nagyon.",67,87,"Próbáltam a szavak sorrendjét figyelni, rendszert keresni.","Nem értek egyet","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Egyáltalán nem értek egyet","Egyetértek","Egyetértek","Egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Nagyon jellemző rám","Nagyon jellemző rám","Nagyon jellemző rám","Nagyon jellemző rám","Nagyon jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Kevéssé jellemző rám","Teljes mértékben így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Igaz","Igaz","Igaz","Hamis","Hamis","Igaz","Igaz","Hamis","Igaz","Hamis","Hamis","Inkább nem értek egyet","Közepesen egyetértek","Közepesen egyetértek","Inkább egyetértek","Közepesen egyetértek","Közepesen egyetértek","Teljesen egyetértek","Inkább nem értek egyet","Teljesen egyetértek","Inkább nem értek egyet","Teljesen egyetértek","Teljesen egyetértek","Inkább nem értek egyet","Teljesen egyetértek","Inkább egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Egyaránt igaz és hamis","Inkább nem igaz","Inkább igaz","Teljes mértékben igaz","Egyaránt igaz és hamis","Inkább nem igaz","Inkább nem igaz","Inkább igaz","Egyaránt igaz és hamis","Egyaránt igaz és hamis","Egyaránt igaz és hamis","Inkább igaz"
"376","R_1QonQk96RlpwYK4",NA,"feladat","megküzdés","segítség","megoldás","bukás","semleges","semleges","pozitív","pozitív","negatív","negatív","pozitív","épít","rombol","segít","negatív","pozitív","pozitív","negatív","pozitív","semleges","inkább negatív","inkább pozitív","semleges","inkább negatív","semleges","semleges","inkább pozitív","semleges","inkább negatív","Azt szeretné mondani, hogy valami hibát talált benne és azt minél előbb javítsam ki.","idegesség","frusztráció","aggodalom","negatív","negatív","negatív","Közepesen.","Inkább igen.","Igen, nagyon.",60,95,"Közepesen.","Igen.","Igen, nagyon.",51,90,"Közel hajoltam a számítógéphez és tágra nyílt szemekkel figyeltem a szavakat.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Nem értek egyet","Nem értek egyet","Nem értek egyet","Nem értek egyet","Egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Egyáltalán nem értek egyet","Inkább nem értek egyet","Valamennyire jellemző rám","Kevéssé jellemző rám","Egyáltalán nem jellemző rám","Nagyon jellemző rám","Egyáltalán nem jellemző rám","Egyáltalán nem jellemző rám","Teljes mértékben jellemző rám","Nagyon jellemző rám","Talán így gondolnám.","Teljes mértékben így gondolnám.","Talán így gondolnám.","Teljes mértékben így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Igaz","Hamis","Hamis","Igaz","Igaz","Hamis","Igaz","Hamis","Igaz","Hamis","Igaz","Hamis","Igaz","Teljesen egyetértek","Inkább egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Inkább egyetértek","Teljesen egyetértek","Inkább egyetértek","Inkább egyetértek","Teljesen egyetértek","Teljesen egyetértek","Inkább egyetértek","Teljesen egyetértek","Teljesen egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább igaz","Inkább nem igaz","Inkább igaz","Inkább igaz","Egyaránt igaz és hamis","Inkább nem igaz","Inkább igaz","Inkább igaz","Inkább igaz","Inkább nem igaz","Inkább nem igaz","Inkább nem igaz"
"377","R_1LMuRuGNLpB7kMw","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét","akaraterő","elszántság","bátorság","hit","lehetőség","pozitív","pozitív","pozitív","pozitív","pozitív","negatív","pozitív","építőjellegű","bántó","tanító","negatív","pozitív","pozitív","negatív","pozitív","pozitív","inkább pozitív","inkább pozitív","inkább negatív","inkább pozitív","inkább negatív","inkább pozitív","inkább pozitív","semleges","negatív","Negatív kritikát fog megfogalmazni, de építő jelleggel. Azért ír mert fontos neki, hogy jó érdemjegyet szerrezzek viszont amit elküldtem neki az nem ér jeles érdemjegyet, ezért szeretné ha kijavítanám a dolgozatomat.","feszültség","kiváncsiság","érdeklődés","negatív","inkább pozitív","pozitív","Igen, nagyon.","Inkább igen.","Igen, nagyon.",41,50,"Igen, nagyon.","Igen, nagyon.","Igen.",45,62,"Próbáltam minnél közelebb ülni a képernyőhöz hogy ne zavarjanak külső tényezők.","Egyáltalán nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Nem értek egyet","Inkább nem értek egyet","Nagyon jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Teljes mértékben jellemző rám","Valamennyire jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Talán így gondolnám.","Teljes mértékben így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Hamis","Hamis","Igaz","Igaz","Hamis","Hamis","Hamis","Hamis","Igaz","Igaz","Hamis","Inkább egyetértek","Inkább egyetértek","Teljesen egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Teljesen egyetértek","Közepesen egyetértek","Inkább egyetértek","Teljesen egyetértek","Inkább egyetértek","Teljesen egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább igaz","Inkább nem igaz","Inkább igaz","Inkább igaz","Inkább igaz","Inkább nem igaz","Egyaránt igaz és hamis","Inkább igaz","Egyaránt igaz és hamis","Inkább nem igaz","Inkább igaz","Inkább igaz"
"378","R_1r1xO7p3pTOzlcI","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","probléma","izgalom","megoldás","törekvés","fejlődés","negatív","semleges","pozitív","inkább pozitív","pozitív","jogos","jogtalan","elfogadás","fejlődés","nézőpont","inkább pozitív","negatív","inkább pozitív","pozitív","semleges","inkább pozitív","inkább pozitív","inkább pozitív","inkább pozitív","inkább pozitív","inkább negatív","semleges","inkább negatív","semleges","inkább negatív","Az, hogy írjak át részeket, mert nem jók.","szorongás","szomorúság","nyugtalanság","negatív","negatív","negatív","Inkább igen.","Közepesen.","Igen, nagyon.",70,91,"Igen.","Igen.","Igen, nagyon.",60,71,"Nem pisoltam. kétszer elismételtem a kategóriákat az elején","Inkább egyetértek","Inkább nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Inkább nem értek egyet","Teljes mértékben egyetértek","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Egyáltalán nem jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Igaz","Igaz","Igaz","Igaz","Hamis","Igaz","Hamis","Hamis","Igaz","Igaz","Igaz","Közepesen egyetértek","Közepesen egyetértek","Teljesen egyetértek","Inkább egyetértek","Inkább nem értek egyet","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Közepesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Közepesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Inkább egyetértek","Teljesen egyetértek","Inkább egyetértek","Inkább igaz","Inkább igaz","Inkább igaz","Inkább igaz","Inkább igaz","Inkább nem igaz","Inkább nem igaz","Teljes mértékben igaz","Inkább igaz","Inkább nem igaz","Egyaránt igaz és hamis","Egyaránt igaz és hamis"
