"","ResponseId","d_sens_crit","criticism_d","d_sens_chall","challange_d","challenge_seeking","t1p1_correct","t1p2_correct","t1p3_correct","t1p4_correct","t1pp1_correct","t1pp2_correct","t1pp3_correct","t1tp1_correct","t1tp2_correct","t1tp3_correct","t1tp4_correct","t1tp5_correct","t1tp6_correct","t1tp7_correct","t1tp8_correct","set1_scoreraw","eiottime","perssec","eiottimetrans","perstrans","ewd","pers_wd","effort","persistence","resilience","perc_score","Q187","chall_ass_self_1","chall_ass_self_2","chall_ass_self_3","chall_ass_self_4","chall_ass_self_5","chall_word_ev_1","chall_word_ev_2","chall_word_ev_3","chall_word_ev_4","chall_word_ev_5","crit_ass_self_1","crit_ass_self_2","crit_ass_self_3","crit_ass_self_4","crit_ass_self_5","crit_word_ev_1","crit_word_ev_2","crit_word_ev_3","crit_word_ev_4","crit_word_ev_5","chall_word_us_ev_1","chall_word_us_ev_2","chall_word_us_ev_3","chall_word_us_ev_4","chall_word_us_ev_5","crit_word_us_ev_1","crit_word_us_ev_2","crit_word_us_ev_3","crit_word_us_ev_4","crit_word_us_ev_5","pre_ms","pre_ms_words_4","pre_ms_words_5","pre_ms_words_6","ms_words_ev_1","ms_words_ev_2","ms_words_ev_3","chall_gnat_feedback_1","chall_gnat_feedback_2","chall_gnat_feedback_3","chall_gnat_correct_1","chall_gnat_attention_1","crit_gnat_feedback_1","crit_gnat_feedback_2","crit_gnat_feedback_3","crit_gnat_correct_1","crit_gnat_attention_1","Q194","iq_1","iq_2","fms_1","fms_2","fms_3","fms_4","crms_1","crms_2","crms_3","crms_4","chms_1","chms_2","chms_3","chms_4","grit_1","grit_2","grit_3","grit_4","grit_5","grit_6","grit_7","grit_8","fsc_1","fsc_2","crsc_1","crsc_2","chsc","mcsd_1","mcsd_2","mcsd_3","mcsd_4","mcsd_5","mcsd_6","mcsd_7","mcsd_8","mcsd_9","mcsd_10","mcsd_11","mcsd_12","mcsd_13","intdel_1","intdel_2","intdel_3","intdel_4","intdel_5","intdel_6","intdel_7","intdel_8","intdel_9","intdel_10","intdel_11","intdel_12","intdel_13","intdel_14","intdel_15","intdel_16","intdel_17","intdel_18","iqms_avg","crms_avg","chms_avg","fms_avg","fsc_avg","crsc_avg","chall_ev_participant","crit_ev_participant","chall_ev_us","crit_ev_us","mcsd","grit_avg","pre_ms_ev","intuition_pid","deliberation_pid"
"141","R_5C3HqxKY1rSlLJT",1.10092684000916,-0.0780229492522855,-1.34399888459934,0.267082772458366,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,4,223.015,168.38,14.9336867517703,12.9761319352109,14.9336867517703,12.9761319352109,0.516587575741868,0.443668267855916,0,0.960255843597784,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","bizonyítás","verseny","cél","küzdelem","győzelem",5,3,3,3,5,"építő","romboló","sértő","elfogadás","segít",5,1,1,4,5,4,3,3,2,4,3,4,3,3,2,"Nagyon tetszik neki a prezentációm, de az egyik részhez hozzátenne még valamit, és tippeket ad, hogy ő miket írna még bele.","kétség","döntéskényszer","aggodalom",2,2,1,5,5,5,55,80,5,5,5,50,75,"Csak a megjelenő szavakat néztem.",4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,3,4,2,3,4,1,0,0,0,1,1,1,0,1,1,0,0,0,1,4,3,4,4,4,3,3,2,3,4,3,4,3,3,4,2,3,3,4,4,4,3.5,3,3.5,3.8,3.2,3.2,3,0.461538461538462,3.375,1.66666666666667,3.11111111111111,3.44444444444444
"142","R_6YdZIZoHexF9og9",-0.626783438262597,-0.259674109324699,-0.178625100862577,0.169210170472188,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,132.522,268.596,11.5118200124915,16.3888986817297,11.5118200124915,16.3888986817297,0.35452936138734,0.560354528336639,1,2.91488388972398,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","feladat","lehetőség","nehézség","fejlődés","megoldás",4,5,2,5,5,"vélemény","megítél","bírál","építő","rosszindulatú",3,2,2,5,1,4,2,4,4,5,2,4,3,3,1,"Pozitív visszajelzése lesz,tetszett neki amit csináltam, de lenne benne 1-2dolog, amit ki kéne javítani illetve javaslata, hogy hogyan lehetne jobb a prezentáció.","stressz","félelem","szorongás",1,1,1,1,2,5,77,93,2,3,5,60,91,"Színkódokat figyeltem, pl ha kék színű szó jelent meg akkor csak a negatív/pozitív kategórián gondolkodtam.",5,6,2,2,3,4,3,3,3,3,4,4,5,5,2,3,1,3,2,1,3,2,3,4,3,4,0,1,0,1,1,0,0,1,1,1,1,0,1,0,5,4,4,4,5,5,3,3,4,5,3,4,2,4,2,3,4,5,5.5,3,4.5,2.75,3.5,3.5,4.2,2.6,3.8,2.6,0.615384615384615,2.125,1,3.44444444444444,4.22222222222222
"143","R_7TBsZ7DgdAlmjEl",0.494102999216153,0.0801504963880539,0.335294013449838,0.0803717045570567,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,425.09,260.54,20.6177108331648,16.1412515004259,20.6177108331648,16.1412515004259,0.785780639985236,0.551887197970622,1,3.33766783795586,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","fejlődés","megmérettetés","megoldás","megbirkózás","teljesítés",5,3,3,3,3,"visszajelzés","építő","észrevétel","fejlődés","negatív",3,5,3,5,1,3,2,3,3,3,3,3,3,4,3,"Örülök, hogy személyes konzultációra kerül sor, sokkal könnyebben lehet úgy egyeztetni mint e-mail-ben. Remélem építő jellegű kritikákat kapok, ha egyáltalán van bármi kritikája.","várakozó","reményteli","elfogadó",4,5,4,1,4,5,70,100,1,4,5,80,100,NA,6,6,1,2,3,3,5,5,5,5,5,5,5,5,3,1,2,2,3,2,2,1,3,4,4,5,0,0,0,1,1,0,1,1,1,1,1,1,1,0,4,5,3,4,4,3,4,3,4,4,3,4,3,4,4,4,4,3,6,5,5,2.25,3.5,4.5,3.4,3.4,2.8,3.2,0.692307692307692,2,4.33333333333333,3.66666666666667,3.77777777777778
"144","R_87eSTxHC3LMeAed",1.3516423926323,-0.329068158818031,0.848125186521918,0.492961280063586,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,4,87.427,78.024,9.3502406386146,8.83311949426702,9.3502406386146,8.83311949426702,0.252157843088559,0.302014101378824,1,1.55417194446738,NA,"feladat","adrenalin","időt szán","izgalmas","stressz",3,4,4,5,2,"építő","jelleg","pozitív","negatív","megosztó",5,3,3,3,3,4,3,3,2,3,3,3,3,3,2,"semleges visszajelzés, mik a hibák, mi benne a jó, mivel lehetne kiegészíteni, technikai javítások..","izgatott","semleges","elégedettség",4,4,4,5,3,5,60,51,4,3,4,60,60,NA,5,5,2,4,6,4,4,4,5,4,4,4,4,4,3,3,2,3,3,3,2,3,3,3,4,4,0,0,1,0,1,0,0,1,1,1,1,0,0,0,5,4,5,4,5,5,3,3,4,5,3,4,3,4,4,4,3,4,5,4.25,4,4,3,4,3.6,3.4,3,2.8,0.461538461538462,2.75,4,3.66666666666667,4.33333333333333
"145","R_8HYpPyQWb1WNxdf",0.266504605650456,-0.279899653328639,-0.0918966965316321,-0.215007305432702,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4,217.053,426.878,14.732718690045,20.661026111982,14.732718690045,20.661026111982,0.507069810233453,0.70642327875498,1,3.21349308898843,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","nehéz","célok","megpróbáltatás","egyetem","jövő",2,5,2,3,3,"internet","konfliktus","cikk","konstruktív","tanács",3,1,4,5,4,2,1,2,2,2,3,4,2,3,1,"El szeretné mondani, hogy milyen észrevételei voltak, melyek voltak az erős és gyengébb pontok, és megbeszélni, hogy hogyan lehetne javítani a prezentáción.","szorongás","aggodalom","türelmetlenség",1,1,2,2,3,5,80,95,4,4,5,75,85,"Nem",4,3,1,2,4,2,4,3,4,4,3,4,3,2,2,5,2,4,1,5,3,3,3,4,3,4,0,0,0,0,1,1,1,0,1,1,0,0,0,0,4,5,3,3,4,2,4,1,2,5,3,5,2,3,4,4,4,3,3.5,3.75,3,2.25,3.5,3.5,3,3.4,1.8,2.6,0.384615384615385,3.125,1.33333333333333,3.33333333333333,3.44444444444444
"146","R_9NoUzR8pFcX3o9b",-1.42716731488721,0.691438069175859,-0.677130239872619,0.189808044753351,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,4,112.229,224.245,10.593818952578,14.9748121858005,10.593818952578,14.9748121858005,0.31105320527715,0.51200535083291,1,2.82305855611006,"a böngészőt átváltottam teljes képernyős módra","erőltetés","basztatás","unalom","barátság","bebeszélés",2,1,3,2,1,"utálat","keménység","személyeskedés","megbántás","vád",1,1,1,1,1,2,4,2,2,2,1,2,4,4,1,"Biztosan azt mondja, hogy nagyon jól sikerült és a későbbiekben velem dolgozna.","izgatottság","megelégedés","megnyugvás",4,4,4,5,4,5,81,76,5,5,4,43,38,"nem",3,6,1,1,4,6,1,6,5,5,2,4,1,3,4,5,4,5,4,4,3,5,5,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3,2,2,2,2,3,2,5,1,5,1,1,5,3,2,4,4.5,4.25,2.5,3,3,2.5,1.8,1,2.4,2.4,0.0769230769230769,4.25,4,2.66666666666667,2.44444444444444
"147","R_9t0Ic4RdIABEdhf",-0.00982575000973696,-0.273904830044549,0.374171695826202,-0.256484208999736,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,4,234.191,289.69,15.3033002976482,17.0202820188151,15.3033002976482,17.0202820188151,0.534092322656368,0.58194222125749,1,3.11603454391386,"lenémítottam a telefonom,a böngészőt átváltottam teljes képernyős módra","feladat","teljesíteni","kitartás","fontos","elismerés",4,5,5,4,5,"visszajelzés","építő","felismerés","lehordás","áttekintés",3,4,3,1,3,3,3,4,2,3,3,4,3,2,2,"Építő jellegű kritikát szeretne mondani, hogy bizonyos kérdésekben, pontokban mit kell kidolgozni bővebben. Alapvetően pozitív lesz a visszajelzése.","zavar","bizalom","hála",2,5,4,3,4,4,60,55,3,4,4,57,57,"Próbáltam asszociálni a szavakra amiket maga előtt láttam, több-kevesebb sikerrel.",6,6,3,4,5,6,4,4,5,4,4,5,5,5,3,3,1,1,2,2,1,2,3,5,4,4,1,0,1,0,1,1,1,1,1,1,1,1,1,1,4,5,5,5,4,3,3,2,3,4,3,4,3,4,2,3,4,3,6,4.25,4.75,4.5,4,4,4.6,2.8,3,2.8,0.846153846153846,1.875,3.66666666666667,3.22222222222222,3.88888888888889
"148","R_aV4cSolkhtHIpBD",-1.75039446419971,0.342723323626808,1.64136230992862,0.128422290957607,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,4,65.157,83.849,8.07198860256876,9.15690995915107,8.07198860256876,9.15690995915107,0.191620347551755,0.313084854621827,1,1.50470520217358,"lenémítottam a telefonom","munka","fejlődés","feladat","nehézség","győzelem",4,4,3,3,4,"színház","munka","írás","kritikus","étterem",4,4,4,3,4,3,4,3,2,4,4,3,3,3,2,"Építő kritikával látja el, nem feltétlenül dicséri a munkámat, de ez nem is baj, mert az amit mondana biztos segítene a feladat minél tökéletesebb megoldásában.","kétség önmagammal és tudásommal kapcsolatban","beletörődés, hogy megtettem amit tudtam","jól esik hogy valamilyen visszajelzést kapok",2,4,4,4,3,4,60,45,5,3,4,60,40,"nem tudom",4,4,2,3,4,4,4,4,3,5,3,3,4,4,2,3,4,3,3,2,4,4,3,3,3,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,4,4,4,4,4,4,2,3,3,4,4,2,3,4,4,3,3,4,4,4,3.5,3.25,3,3,3.6,3.8,3.2,3,0.230769230769231,3.125,3.33333333333333,3.33333333333333,3.66666666666667
"149","R_AvwottMeyqke61b",0.167531398427551,0.0960870063817545,1.24861640352031,0.307060242569953,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,4,344.293,222.966,18.5551340604157,14.9320460754714,18.5551340604157,14.9320460754714,0.688097844532108,0.510543130335507,1,3.19864097486762,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","küzdelem","győzelem","kitartás","izgalom","nehéz",2,5,4,4,2,"építő","lelombozó","negatív","nézőpont","lealacsonyítás",5,2,1,3,1,4,4,2,2,3,2,5,5,2,1,"Mivel válasz levelet kaptam, ezért már reménykedhetek, hogy valami fontos fog elhangozni a személyes találkozón. Szerintem elismeri, hogy ennyi időt rászántam és építő kritikát kapok, amivel még jobbá tehetem a prezentációmat.","lelkes","bizakodó","izgatott",5,5,4,3,3,3,92,92,4,4,4,50,50,"Végre megértettem és jobban átláttam a feladat lényegét, időben is jobban tudtam alkalmazkodni a tempóhoz. A stratégiám az volt, hogy a már ismert szavakra koncentráltam és a szempontrendszerre nagyon figyeltem.",4,5,2,3,5,5,4,3,5,4,4,4,5,4,2,3,3,2,3,3,3,2,4,4,4,3,0,0,0,0,1,0,1,0,1,1,0,0,1,1,4,3,3,4,3,4,3,4,4,4,4,4,3,4,4,4,3,3,4.5,4,4.25,3.75,4,3.5,3.4,2.4,3,3,0.461538461538462,2.625,4.66666666666667,3.66666666666667,3.55555555555556
"150","R_bE0tJDEO5VSvgI1",0.435223484561861,0.323175188782469,0.143288334406357,0.404291255711444,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,3,396.894,289.118,19.9221986738412,17.0034702340434,19.9221986738412,17.0034702340434,0.752841467542303,0.581367407787154,1,3.33420887532946,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","feladat","probléma","megoldás","fejlődés","megeröltetés",3,2,4,5,4,"munka","értékelés","film","negatívum","fejlődés",3,3,4,2,5,5,5,4,3,4,3,4,3,4,2,"Észrevételek, tapasztalok amik neki voltak a szagdogájánál. Rámutatni az esetleges hibákra","izgatottság","megkönnyebbülés","várakozás",3,4,2,3,4,5,71,81,3,4,5,67,80,"A szó által keltett érzelmeimre hagyatkoztam",5,4,4,5,6,6,4,4,5,5,5,5,4,5,2,2,2,2,2,2,2,2,3,4,4,4,1,0,0,0,1,1,1,1,1,0,1,1,1,1,4,4,4,5,4,5,3,4,3,5,4,5,3,4,5,3,4,4,4.5,4.5,4.75,5.25,3.5,4,3.6,3.4,4.2,3.2,0.692307692307692,2,3,3.88888888888889,4.22222222222222
"151","R_bKno3A11v7tvG6t",-0.0676600685442525,0.366122146169274,-1.39689517548347,0.561682555439539,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,4,191.354,107.439,13.833076302833,10.3652785780219,13.833076302833,10.3652785780219,0.464463113381213,0.354400310933666,1,1.81886342431488,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","élet","munka","egyetem","kapcsolat","penz",4,4,4,4,3,"rossz","elviselheto","batorito","buzdito","mindennapi",2,3,4,4,3,4,4,2,2,3,3,2,3,3,2,"Azt gondolom hogy szeretne tanacsot adni, lesznek pozitiv es negativ visszajelzesek tole, semmi se lehet tokeletes.","erdeklodes","biztatas","megnyugvas",4,4,4,2,4,4,39,34,3,3,4,29,31,"nem",4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,2,2,2,3,3,2,4,4,4,3,0,1,0,0,1,0,0,1,1,1,1,0,0,0,3,3,2,3,3,2,3,3,3,4,3,5,3,3,3,3,4,2,4,3.75,4,3.75,4,3.5,3.8,3.2,3,2.6,0.461538461538462,2.625,4,3.22222222222222,2.88888888888889
"152","R_bmk8KCfOAfnd3dn",0.789470959658143,0.539323759328933,-0.325005612061764,0.0408392966789259,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,4,393.049,197.505,19.8254634245962,14.0536472134461,19.8254634245962,14.0536472134461,0.748260125557871,0.480509704076648,1,3.22876982963452,NA,"küzdelem","harc","motiváció","siker","akadály",2,2,3,5,2,"hiba","szabály","megfelelés","javítás","javulás",1,3,3,4,5,3,2,3,2,3,2,5,4,4,1,"Szerintem biztos vannak olyan típushibák, amiket ki kell javítani, ezért szeretne személyesen beszélni.","félelem","szorongás","izgatottság",1,1,4,4,5,5,70,75,5,5,5,65,75,NA,4,3,2,2,4,2,4,4,4,3,3,4,5,3,5,4,4,2,4,4,4,2,4,5,4,5,1,0,1,0,0,0,0,1,0,1,1,0,0,0,5,4,5,5,5,5,5,5,4,5,5,5,3,5,5,4,5,2,3.5,3.75,3.75,2.5,4.5,4.5,2.8,3.2,2.6,3.2,0.307692307692308,3.625,2,4.22222222222222,4.88888888888889
"153","R_C30CtXhmPo8Ste9",0.0179716183280734,-0.0417929477547245,-0.481830859129596,0.0773387955706628,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,4,336.161,317.492,18.3346938889091,17.8183051943781,18.3346938889091,17.8183051943781,0.677657887839375,0.609227514115076,1,2.28688540195445,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","komfortzóna","erőbefektetés","fejlődés","fontos","siker",4,2,5,5,5,"építő","rossz érzés","értékelés","elfogadás","fájó",4,1,4,4,1,4,4,4,4,4,2,5,5,4,2,"Az jutna eszembe, hogy azért szeretne személyesen találkozni, mert olyanon kell változtatnom, amit könnyebb személyesen elmondani, mint leírni. Valószínűleg igyekezne építő jellegű gondolatokat megosztani, majd elmondaná a javítandó területeket is. Vagy olyan érdekes lenne a tanulmányom, hogy, amiatt szeretne beszélni, hogy megtudja a részleteket is.","izgalom","félelem","izgatottság",4,2,5,2,4,4,65,67,3,4,4,72,75,"Nem",2,2,2,2,3,4,5,4,5,5,2,5,5,3,3,3,3,2,2,2,2,2,3,4,4,4,0,0,0,0,1,1,0,1,1,1,0,0,0,1,4,4,4,4,4,4,4,4,3,4,3,4,2,4,3,2,3,4,2,4.75,3.75,2.75,3.5,4,4.2,2.8,4,3.6,0.461538461538462,2.375,3.66666666666667,3.11111111111111,4
"154","R_cAOmXH6yZkkHFlf",0.258880251362513,0.586712669256356,-0.252892468198391,0.365014587064955,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,4,241.068,369.844,15.5263646743209,19.2313286072492,15.5263646743209,19.2313286072492,0.544656560636395,0.657540343636117,1,3.20219690427251,NA,"próba","teszt","feladat","küzdelem","győzelem",3,2,3,3,4,"vélemény","épít","lehúz","gondolat","kritikus",3,5,1,3,2,4,2,3,2,2,2,4,3,4,1,"Aggódok, hogy nem tetszett neki, és hogy a sok munkám ""kárba vész"", hiszen szerintem azt mondaná, hogy ez így nem megfelelő és  véleményem szerint ha már személyes konzultáció szükséges, akkor valószínűleg sok olyan része van a prezentációnak, ami nem megfelelő.","pánik","aggodalom","bizonytalanság",1,1,1,2,4,5,66,88,2,4,5,52,70,"Összpontosítottam a figyelmemet.",5,6,3,3,3,3,4,3,4,4,4,4,5,4,3,3,3,3,3,4,3,3,4,4,3,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,4,3,3,4,4,3,2,3,4,4,4,3,3,3,2,4,3,5.5,3.75,4.25,3,4,3.5,3,2.8,2.6,2.8,0.230769230769231,3.125,1,3.22222222222222,3.44444444444444
"155","R_cSKuTGb5ecWiPNT",-1.62689794663073,0.422317140204781,0.750843281537283,0.0140580257812726,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,4,182.638,140.834,13.5143627300735,11.8673501675816,13.5143627300735,11.8673501675816,0.449368968451758,0.405757795865459,1,2.85512676431722,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","verseny","sport","hülyeség","nézettség","határ",4,5,1,1,2,"Puzsér","média","negatív","zsűri","pontozás",3,2,1,2,2,4,3,4,5,5,2,5,3,3,2,"Mivel sokat dolgoztam vele, valószínűleg többnyire pozitív lesz a visszajelzés, és elmondja az esetleges hibákat.","izgatott","bizakodó","reményteljes",5,5,5,4,5,5,40,91,5,5,4,74,83,"Nem igazán",2,5,5,2,5,3,6,4,5,6,6,5,2,5,3,2,4,3,4,4,1,3,5,4,5,4,0,1,0,0,1,0,0,0,1,1,0,0,0,0,5,3,4,5,4,3,5,4,5,4,2,2,1,5,3,1,3,4,3.5,5.25,4.5,3.75,4.5,4.5,2.6,2,4.2,3,0.307692307692308,3,5,2.88888888888889,4.11111111111111
"156","R_cvkyUQYvfJNwNkB",-0.263219637796307,0.431827947939323,2.55067711581012,-0.188994408743845,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,4,77.809,52.71,8.82094099288732,7.26016528737466,8.82094099288732,7.26016528737466,0.227090427557607,0.248233061553317,1,1.47532348911092,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","nehézség","nyerés","versengés","veszteség","komfort zóna",2,4,2,2,3,"rossz","nehéz","szükséges","néha jó","elkerülhetetlen",2,2,4,4,3,2,3,2,2,2,2,3,3,3,2,"Biztosan nem felelt meg eléggé, és személyesen szeretne más irányba terelni, emailben esetleg túl sok kommentje lenne","félelem","ijedtség","kétségbeesés",1,2,1,3,3,5,80,95,4,3,5,80,90,"Igen, rámutattam,hogy melyik szóra kell vonatkoznia az felvillanó szónak, így jobban össze tudtam kötni őket",4,2,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,2,4,4,3,3,4,2,4,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4,4,3,3,4,5,3,3,2,4,4,1,2,2,3,3,3,2,3,3,3.25,3,3,3,2.6,3,2.2,2.6,0.230769230769231,3.375,1.33333333333333,2.44444444444444,3.66666666666667
"157","R_cYKzXhbp3e9Y4tH",0.182861325760547,-0.567501343134946,0.324723747225926,0.108635639397989,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,4,159.69,88.902,12.6368508735365,9.4287857118507,12.6368508735365,9.4287857118507,0.407810364514047,0.322380586576043,1,1.73019095109009,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","fejlődés","kitartás","nehézség","munka","lehetőség",5,4,2,3,4,"negatív","film","teljesítmény","könyv","szakma",1,3,4,3,2,4,2,4,2,2,2,4,4,3,1,"Elolvasta a prezentációt és talált benne olyan részeket, amelyeken még javítani kellene.","stressz","izgalom","félelem",2,4,1,4,5,5,70,73,3,4,4,60,76,"Nem volt.",4,4,2,2,3,3,3,3,3,3,4,4,5,4,4,3,4,3,4,4,3,4,4,3,3,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,3,4,4,3,2,2,2,3,4,4,4,2,4,3,3,4,4,4,3,4.25,2.5,3.5,3,3.6,2.6,2.8,2.8,0.230769230769231,3.625,2.33333333333333,3.44444444444444,3
"158","R_d4E6dqqNu0Ybfs5",1.62847510857787,0.354573969491087,-0.216865388929683,0.0449831084614818,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,4,314.772,225.638,17.7418150142538,15.0212516122992,17.7418150142538,15.0212516122992,0.649579385935056,0.513593166063038,1,3.16317255199809,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","új","verseny","jobb","kitartás","izgalmas",5,3,5,5,5,"építő","biztatás","segítség","ellentét","csalódás",5,5,5,3,1,4,1,2,3,4,2,5,4,2,1,"Néhány részletet szeretne pontosítani, esetleg a szövegrészek logikai sorrendbetételén dolgozni.","izgatottság","aggodalom","remény",4,2,4,3,4,5,79,97,3,4,5,56,85,"Éles menet előtt elmondtam magamnak a pozitív és negatív szavakat, majd közben felolvastam magamnak őket hangosan",5,6,2,4,5,4,4,4,6,4,4,4,5,6,3,2,2,2,2,2,1,2,3,5,4,5,1,0,1,0,1,0,1,1,1,1,0,0,0,0,5,5,5,5,5,5,5,3,5,5,4,5,1,5,4,5,5,5,5.5,4.5,4.75,3.75,4,4.5,4.6,3.8,2.8,2.8,0.461538461538462,2,3.33333333333333,4.33333333333333,4.77777777777778
"159","R_d5r2Lb9YmTvDS5b",-0.341426208172757,0.153198129641185,-0.132144219779029,0.374035443460389,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,4,142.129,118.264,11.9217867788348,10.8749252870997,11.9217867788348,10.8749252870997,0.37394522037906,0.371825694226929,1,2.74577091460599,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","küzdelem","verseny","rivalizálás","nehézség","győzelem",4,4,3,2,4,"film","vita","Puzsér","kritikus","nem tetszés",4,2,5,3,1,4,4,4,2,3,3,3,3,4,2,"Szeretne segíteni a hibák javításában.","öröm","izgalom","boldogság",4,3,4,4,3,5,75,86,3,3,5,75,91,"minél inkább koncentrálni",5,4,3,5,4,3,4,4,5,4,4,5,4,4,3,2,2,2,2,3,3,3,4,4,4,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,4,4,3,4,3,5,2,4,4,4,4,3,4,3,2,2,2,4.5,4.25,4.25,3.75,4,4,3.4,3,3.4,3,0.230769230769231,2.5,3.66666666666667,3.11111111111111,3.66666666666667
"160","R_d5Sg7sqzDynfhpD",0.428363744137253,0.708824751444559,-0.105392290104626,0.208144740977078,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,4,142.475,131.669,11.9362892056116,11.474711325345,11.9362892056116,11.474711325345,0.374632049401441,0.392333040638102,1,1.76696509003954,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","Küzdelem","Nyereség","Veszteség","Stresszfaktor","Bátorság",2,5,1,1,4,"Önbizalomhiány","Befolyás","Befolyásolhatóság","Kritikus","Vélemény",1,1,1,1,3,2,2,3,3,4,1,4,2,3,1,"Szerintem valami negatívat szeretne közölni , hiszen elfoglaltsága miatt csak e-maileket ír , és valószínűleg ,amit számomra kíván megfogalmazni az nem fér bele egy e-mail üzenetbe . Ha jó lenne , elég lett volna egy üzenet arról , hogy ez megfelelő .","Ijedtség","Rémület","Megfeleléskényszer",2,2,1,4,4,5,55,35,3,4,5,40,50,"Hangosan felolvastam",4,4,1,1,3,2,2,1,2,2,4,4,5,6,4,3,2,2,2,2,2,2,4,3,4,3,0,0,0,0,0,0,1,0,1,1,1,0,0,1,4,3,4,4,5,5,5,5,5,3,4,5,3,5,4,3,4,3,4,1.75,4.75,1.75,3.5,3.5,2.6,1.4,2.8,2.2,0.384615384615385,2.375,1.66666666666667,4,4.22222222222222
