"","ResponseId","d_sens_chall","challange_d","d_sens_crit","criticism_d","Q187","chall_ass_self_1","chall_ass_self_2","chall_ass_self_3","chall_ass_self_4","chall_ass_self_5","chall_word_ev_1","chall_word_ev_2","chall_word_ev_3","chall_word_ev_4","chall_word_ev_5","crit_ass_self_1","crit_ass_self_2","crit_ass_self_3","crit_ass_self_4","crit_ass_self_5","crit_word_ev_1","crit_word_ev_2","crit_word_ev_3","crit_word_ev_4","crit_word_ev_5","chall_word_us_ev_1","chall_word_us_ev_2","chall_word_us_ev_3","chall_word_us_ev_4","chall_word_us_ev_5","crit_word_us_ev_1","crit_word_us_ev_2","crit_word_us_ev_3","crit_word_us_ev_4","crit_word_us_ev_5","pre_ms","pre_ms_words_4","pre_ms_words_5","pre_ms_words_6","ms_words_ev_1","ms_words_ev_2","ms_words_ev_3","chall_gnat_feedback_1","chall_gnat_feedback_2","chall_gnat_feedback_3","chall_gnat_correct_1","chall_gnat_attention_1","crit_gnat_feedback_1","crit_gnat_feedback_2","crit_gnat_feedback_3","crit_gnat_correct_1","crit_gnat_attention_1","Q194","iq_1","iq_2","fms_1","fms_2","fms_3","fms_4","crms_1","crms_2","crms_3","crms_4","chms_1","chms_2","chms_3","chms_4","grit_1","grit_2","grit_3","grit_4","grit_5","grit_6","grit_7","grit_8","fsc_1","fsc_2","crsc_1","crsc_2","chsc","mcsd_1","mcsd_2","mcsd_3","mcsd_4","mcsd_5","mcsd_6","mcsd_7","mcsd_8","mcsd_9","mcsd_10","mcsd_11","mcsd_12","mcsd_13","intdel_1","intdel_2","intdel_3","intdel_4","intdel_5","intdel_6","intdel_7","intdel_8","intdel_9","intdel_10","intdel_11","intdel_12","intdel_13","intdel_14","intdel_15","intdel_16","intdel_17","intdel_18","rei_1","rei_2","rei_3","rei_4","rei_5","rei_6","rei_7","rei_8","rei_9","rei_10","rei_11","rei_12","iqms_avg","crms_avg","chms_avg","fms_avg","fsc_avg","crsc_avg","chall_ev_participant","crit_ev_participant","chall_ev_us","crit_ev_us","mcsd","grit_avg","pid_avg","pre_ms_ev","intdel_pid","intdel_rei","intuition_pid","deliberation_pid","intuition_rei","deliberation_rei","challenge_seeking","t1p1_correct","t1p2_correct","t1p3_correct","t1p4_correct","t1pp1_correct","t1pp2_correct","t1pp3_correct","t1tp1_correct","t1tp2_correct","t1tp3_correct","t1tp4_correct","t1tp5_correct","t1tp6_correct","t1tp7_correct","t1tp8_correct","set1_scoreraw","perc_correct","eiottime","perssec","eiottimetrans","perstrans","ewd","pers_wd","effort","persistence","resilience","perc_score"
"394","R_Tenco8DzxCPesOB",-0.929450958136994,-0.408266777184857,-0.959511018495166,-0.00483504543248792,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","tanulmányok","munkahely","jövő","pozitív","negatív",3,2,4,5,1,"építő","sértés","hasznos","megfogalmazás","megfelelő",5,1,5,3,5,3,3,4,2,3,3,4,3,3,2,"Szerintem valószínűleg kritizálni fogja, lesz pozitív és negatív hozzászólása is. Valószínűleg segíteni akar, hogy jobb lehessen.","összezavarodottság","kíváncsiság","aggodalom",2,4,1,4,4,5,71,70,4,4,5,75,75,"Mivel csak az egyik fogalom változott elsősorban a másikra figyeltem, mert az előzőhöz tartozó szavakat nagyjából megjegyeztem annyira, hogy sokkal gyorsabban tudtam reagálni, ha azok jelentek meg, bár nem biztos, hogy ez nagyon bevált.",2,3,3,4,4,4,4,2,4,5,5,5,4,5,4,3,4,2,3,3,1,1,4,5,5,5,1,0,0,0,0,0,0,0,1,1,1,0,0,0,3,3,4,5,4,3,4,3,3,5,3,5,1,4,3,2,4,4,4,4,2,4,2,4,5,5,5,4,5,5,2.5,3.75,4.75,3.75,4.5,5,3,3.8,3,3,0.230769230769231,2.625,3.5,2.33333333333333,3.5,4.08333333333333,3.125,3.66666666666667,3.33333333333333,4.83333333333333,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0.8,268.747,607.822,16.3935048113575,24.6540463210403,16.3935048113575,24.6540463210403,0.520171882696675,0.63653760604449,1,3.15670948874116
"395","R_tGprPBkceKLxl1T",-0.619237606510122,0.330524580041773,-0.361906998921233,-0.0123242531666605,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","koncentráció","cél","kitartás","felelősség","stressz",3,5,5,3,2,"fejlődés","feedback","tanulás","kudarc","siker",5,3,5,3,5,3,2,4,2,3,3,3,3,3,2,"Ennyi információból még nem tudok következtetni arra, hogy ez jót vagy rosszat jelent, negatív kritikát, vagy semleges, esetleg pozitív visszajelzést fogok kapni tőle. Mivel szeretne személyesen konzultálni biztos vagyok benne, hogy lesz benne olyan, amit ki kell javítanom/pontosítanom, különben ha teljesen tökéletes lenne, akkor valószínű annyit írt volna vissza, hogy ez így jó, és nem áldozna rám a kevés idejéből. 
Mivel alapvetően eléggé túlgondolom a dolgokat, ezért, bár racionálisan végiggondolva az az igaz, amit fentebb leírtam, de én személyesen biztosan túlstresszelném, és elhitetném magammal, hogy biztosan nagyon rossz lett, ezért akar külön beszélni velem.","erős stressz","pánik","nyugtalanság, félelem attól, hogy csalódást okoztam",1,1,1,1,2,5,70,87,2,2,5,75,91,"a 2 kategóriát hangosan kimondva igyekeztem mélyebben tudatosítani magamban, hogy mire is koncentráljak, mielőtt elkezdtem élesben a feladatot.",1,1,2,2,3,5,2,3,3,4,4,5,4,5,4,3,4,3,3,5,3,3,4,4,4,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,3,5,5,5,5,4,3,5,5,3,4,1,2,2,3,4,3,4,2,2,3,2,4,3,3,3,4,4,4,1,3,4.5,3,4,4.5,3.6,4.2,2.8,2.8,0.153846153846154,3.5,3.72222222222222,1,3.72222222222222,3.16666666666667,3,4.66666666666667,2.83333333333333,3.5,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0.666666666666667,614.926,713.535,24.7977015063897,26.7120759208265,24.7977015063897,26.7120759208265,0.830047578182697,0.689673436875579,1,3.51972101505828
"396","R_tSuAMpBCfAc3tFD",0.515581796597621,0.226505564717332,-0.361906998921233,0.190294152960809,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét","nehézség","megpróbáltatás","teljesítés","siker","veszteség",1,3,4,5,1,"rossz","vélemény","építő","fejlődés","munka",1,3,4,5,3,2,1,2,1,2,2,3,4,3,1,"Vannak olyan dolgok a dolgozatomban, amiknek a javítása, megbeszélése egyszerűbb személyesen.","kíváncsiság","aggodalom","türelmetlenség",4,1,2,2,4,NA,87,96,2,3,5,95,97,"nem igazán",6,6,2,3,5,3,5,3,4,4,4,4,4,4,4,3,3,2,2,3,2,2,4,4,5,4,0,0,0,1,1,0,1,1,1,1,0,1,1,0,5,5,3,5,5,4,4,2,4,5,5,3,2,4,4,4,4,3,4,4,4,4,2,5,4,2,3,4,4,3,6,4,4,3.25,4,4.5,2.8,3.2,1.6,2.6,0.615384615384615,2.625,3.94444444444444,2.33333333333333,3.94444444444444,3.58333333333333,3.75,4.5,3.83333333333333,3.33333333333333,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0.733333333333333,352.541,546.774,18.7760752022354,23.3831990967874,18.7760752022354,23.3831990967874,0.608020928085407,0.603725870427532,1,2.21174679851294
"397","R_u2N3hWkssPNj80V",0.973653465344308,-0.0599430120661975,-1.38649978144631,0.0218983761369635,NA,"új","nehézség","kreativitás","félelem","dicsőség",5,2,5,1,5,"fejlődés","elfogadás","szomorúság","továbblépés","próbálkozás",5,4,1,4,5,3,5,4,2,4,4,5,2,3,2,"Nem gondolnék feltétlenül rosszra, mivel ez a prezentáció nagyon fontos hogy jól sikerüljön, bármilyen kritikát elfogadok. Lehet csak azért akar személyesen konzultálni,mert így gyorsabban meg tudjuk oldani a felmerült problémákat, mint oda-vissza emailezgetéssel.","reménykedés","izgatottság","idegesség",4,4,2,5,4,5,55,96,4,3,5,74,98,"Próbáltam magamban hangosan felolvasni a szakavat, hogy tudtosítsam a jelentésüket.",3,3,3,3,4,3,4,4,5,5,3,4,5,5,4,4,3,3,3,4,1,3,4,5,4,5,0,1,0,1,1,0,1,1,1,1,0,0,0,0,4,4,5,5,4,3,5,3,2,5,3,2,2,4,3,3,4,3,4,4,3,3,4,4,4,4,4,4,3,3,3,4.5,4.25,3.25,4.5,4.5,3.6,3.8,3.6,3.2,0.538461538461538,3.125,3.55555555555556,3.33333333333333,3.55555555555556,3.66666666666667,2.875,4.16666666666667,3.66666666666667,3.66666666666667,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0.8,174.037,850.649,13.1923083651043,29.1658876086431,13.1923083651043,29.1658876086431,0.402138831928545,0.753027881704124,1,3.15516671363267
"398","R_UDwxxJCsMjwuHp7",-1.57557361215406,-0.0964013982347343,1.20984582988356,-0.24034937205381,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","verseny","küzdelem","feladat","nehézség","győzelem",4,4,4,3,5,"újságcikk","vélemény","építő","negatív","cenzúra",3,4,4,2,2,4,4,4,4,4,3,4,3,3,3,"Negatív vélemyénye lesz, de építő jellegű hozzáfűzni valója van, segíteni szeretne abban, hogyan tegyem jobbá.","izgatott","stresszes","türelmetlen",2,2,2,3,3,5,40,86,3,2,5,60,93,"Nem igazán",3,2,3,4,5,4,4,4,5,4,4,5,5,5,3,2,3,2,2,2,2,2,1,3,3,4,1,0,1,0,0,0,1,0,1,1,0,0,1,1,4,3,3,4,3,4,5,3,2,5,4,4,2,4,4,4,2,3,4,4,4,4,2,4,4,4,4,4,4,4,2.5,4.25,4.75,4,2,3.5,4,3,4,3.2,0.461538461538462,2.25,3.5,2,3.5,3.83333333333333,3.25,3.5,3.66666666666667,4,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0.866666666666667,258.423,488.978,16.0755404263745,22.1128469447061,16.0755404263745,22.1128469447061,0.508448045367329,0.570926916974233,1,3.07937496234156
"399","R_ufukedS9PELDOb7",0.0202202842448829,-0.246552289371492,0.318432692368955,-0.0617133980649278,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","győzelem","küzdelem","törekvés","munka","cél",5,3,4,3,5,"félelem","tanulás","tanács","elvárás","önkép",1,5,4,2,3,3,4,2,2,3,4,5,4,2,2,"Elmondja a pozitív és a negatív dolgokat a szakdolgozattal kapcsolatban. Segít a rávezetni a negatívumok kijavításában.","szorongás","reménykedés","pozitivitás",1,5,5,4,5,5,64,91,3,5,5,45,75,"Hangosan kimondtam a szavakat, így teljesen ki tudtam zárni minden mást.",6,6,3,4,6,6,5,5,6,6,4,5,6,6,3,3,2,1,3,3,1,3,5,5,5,5,0,1,0,1,1,0,1,1,1,1,0,0,1,1,5,5,2,5,5,5,4,3,5,5,4,5,2,5,4,5,3,5,5,4,4,5,3,5,4,2,2,5,4,4,6,5.5,5.25,4.75,5,5,4,3,2.8,3.4,0.692307692307692,2.375,4.27777777777778,3.66666666666667,4.27777777777778,3.91666666666667,4.125,4.5,4.33333333333333,3.5,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0.466666666666667,125.204,373.18,11.1894593256332,19.3178673771201,11.1894593256332,19.3178673771201,0.328290698480352,0.498763930836896,0,0.827054629317247
"400","R_Ug0JpiV9b09XHIB",-0.591115130366817,0.17567100973483,-0.347064258825803,0.208106947672241,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","átlagonfelüli teljesítmény","megmérettetés","szakdolgozat","államvizsga","állásinterjú",5,2,2,2,3,"negatív","szégyen","pozitív","építő jelleg","felkészületlenség",1,1,5,5,1,2,2,2,2,3,1,3,3,2,1,"Inkább negatív lenne a visszajelzése, és szeretné elmondani mit javítsak ki a prezentációmon.","negatív","aggódó","szomorú",1,1,1,4,4,5,60,100,4,5,5,50,81,"Hangosan felolvastam a megjelenő szavakat",6,5,1,2,4,1,4,5,5,4,4,4,4,5,2,3,3,2,2,2,3,2,4,5,3,5,0,0,0,1,1,0,1,1,1,1,0,0,1,0,5,4,4,4,4,3,2,3,5,5,5,5,3,4,5,4,5,5,5,5,5,5,5,5,5,4,3,3,3,3,5.5,4.5,4.25,2,4.5,4,2.8,2.6,2.2,2,0.538461538461538,2.375,4.16666666666667,1,4.16666666666667,4.25,4.5,4,5,3.5,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0.6,604.313,447.898,24.5827785248129,21.1636008278365,24.5827785248129,21.1636008278365,0.822123036336668,0.546418532309457,0.666666666666667,2.03520823531279
"401","R_UlkI0BANKm887bH",-1.0560657795155,0.198010892782136,0.967801316954022,-0.246808029879581,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","nehéz","küzdelem","feladat","megerőltetés","új nap",2,2,4,1,4,"negatív","önkritika","visszajelzés","megbántás","részletek",1,4,5,1,3,3,1,4,2,4,3,4,4,3,3,"Valami gond van, különben nem szeretne személyesen találkozni velem. Ha jó lenne a prezentációm, e-mailt írt volna, ahogy eddig.","aggodalom","értetlenség","kétség",1,3,1,5,4,3,55,70,4,5,4,60,85,"Próbáltam az iskola kategóriába tartozó szavakat biztosan felismerni, hogy azoknál ne nyomjak gombot.",6,6,1,1,2,2,4,5,3,5,4,3,6,3,4,2,1,2,4,2,2,3,4,5,5,5,0,0,0,1,1,0,0,1,0,1,1,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,6,4.25,4,1.5,4.5,5,2.6,2.8,2.8,3.4,0.384615384615385,2.5,4.77777777777778,1.66666666666667,4.77777777777778,4.83333333333333,4.5,5,4.83333333333333,4.83333333333333,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.933333333333333,642.843,441.032,25.3543487394175,21.000761890941,25.3543487394175,21.000761890941,0.850572020283966,0.542214228248675,1,3.39278624853264
"402","R_uvJfYvnT4LTZzMt",-0.032745487653445,6.65412933873455e-05,0.523835213239345,-0.255937160395446,"lenémítottam a telefonom,a böngészőt átváltottam teljes képernyős módra","izgalom","megmérettetés","kaland","nehézség","gyötrelem",4,4,5,2,1,"gyűlölet","számonkérés","vélemény","bírálat","kirekesztés",1,1,4,2,1,4,2,3,2,4,2,5,3,2,2,"Ha kicsit jobban ismerem kb tudhatom mire számítsak, de alapvetően bizonytalan vagyok. Lehet hogy megdicsér, de az is lehet hogy valamit rosszul csinálok. Az biztos, hogy fontos dolog lehet, ha szán rám ennyi időt.","bizonytalan","bizakodó","izgatott",2,4,4,4,3,5,76,80,3,4,5,90,93,"igyekeztem megjegyezni a tipikus szavakat, így nem kellett nagyon gondolkodnom a jelentéseken élesben (nem is lett volna idő rá nagyon). Illetve az egymás utáni ugyanolyan szavakra könnyebben tudtam reagálni.",3,2,3,3,2,2,4,3,4,3,4,5,2,5,4,4,3,4,3,4,3,3,4,2,4,3,0,0,0,0,1,0,0,1,1,1,0,0,0,1,5,4,5,5,5,3,4,4,4,5,4,4,2,5,5,4,4,4,3,4,4,4,1,4,5,4,4,4,4,4,2.5,3.5,4,2.5,3,3.5,3.2,1.8,3,2.8,0.384615384615385,3.5,4.22222222222222,3.33333333333333,4.22222222222222,3.75,4,4.5,3.33333333333333,4.16666666666667,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.933333333333333,222.034,512.082,14.9008053473629,22.6292288865529,14.9008053473629,22.6292288865529,0.465133750993935,0.58425927308274,1,3.04939302407668
"403","R_uw9JJfcUnb8NRGp",1.07463398908851,0.2617409639314,0.212872620270289,-0.0714021328310217,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","akadály","nehézség","ütközés","fejlődés","teljesítés",1,2,3,5,5,"negatív","pozitiv","építő","segítség","öszinteség",1,5,5,5,5,4,4,3,2,3,3,4,3,3,3,"Elszeretné mondani a személyes észrevételeit, mivel személyesen könnyebb a kommunikáció és egymás megértése, ezért igényli a konzultációt","szorongás","megnyugvás","izgalom",1,5,4,5,5,5,50,76,4,5,4,55,45,"Nem, csak próbáltam minél inkább koncentrálni.",5,4,2,3,3,3,4,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,4,5,4,4,0,0,0,0,1,0,1,1,0,0,1,0,0,1,3,3,3,4,2,3,4,3,3,3,4,4,4,4,4,3,2,3,3,4,3,3,3,4,4,2,3,3,4,3,4.5,3.5,3,2.75,4.5,4,3.2,4.2,3.2,3.2,0.384615384615385,3.25,3.27777777777778,3.33333333333333,3.27777777777778,3.25,3.5,3,3.33333333333333,3.16666666666667,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0.75,0.6,84.712,249.718,9.20391221166304,15.8024681616512,9.20391221166304,15.8024681616512,0.255080513713321,0.408000582226021,0.666666666666667,1.32974776260601
"404","R_uwiAvIyuoyXKNb3",0.32640483312475,0.147899653157745,-0.361051769372745,0.742697690068744,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét","élet","mindennap","edzés","tanulás","célok",4,4,4,4,5,"irónia","színházkritika","újság","író","reklám",2,4,4,4,3,4,4,4,2,2,3,4,4,2,1,"Úgy érzem negatív lesz a visszajelzés, mert csak fontos ügyben keres így valószínűleg lényeges változtatás kell.","frusztráltság","izgalom","idegesség",1,2,1,4,3,5,50,80,5,4,4,37,70,"csak az egyik kategóriára figyeltem nagyon, a másikra kevésbé
",4,4,2,3,4,3,1,1,3,3,4,4,4,4,3,3,2,2,2,2,2,2,4,3,1,2,1,0,1,1,1,1,1,0,1,1,0,1,1,1,4,3,4,4,3,4,5,4,2,5,2,4,2,2,3,3,5,3,4,3,4,4,4,4,3,4,4,4,4,4,4,2,4,3,3.5,1.5,4.2,3.4,3.2,2.8,0.769230769230769,2.25,3.44444444444444,1.33333333333333,3.44444444444444,3.83333333333333,2.875,3.66666666666667,3.83333333333333,3.83333333333333,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0.6,203.899,199.995,14.2793207121347,14.1419588459308,14.2793207121347,14.1419588459308,0.442218653862873,0.365128243508088,1,1.80734689737096
"405","R_V2zwmle9Ub78Ja1",1.83381967041339,-0.313055034536136,0.446080963556855,0.340876333773071,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","nehézség","küzdelem","siker","egyedül","megcsinálni",2,2,5,2,4,"negatív","elbizonytalanít","szomorú","durva","ösztönöz",1,1,1,1,4,3,3,4,2,2,2,4,3,3,2,"pár apróbb változtatást, javítást javasol, de összességében pozitív a visszajelzése, hiszen látja, hogy milyen sok munkát fektettem bele","izgalom","bizonytalanság","remény",4,2,5,4,3,5,81,74,3,2,5,82,92,"mondtam magamban, hogy épp melyik 2 kategóriára kell figyelnem.",4,4,1,2,3,3,4,4,3,3,5,5,5,5,3,3,3,2,2,2,2,2,3,4,3,5,0,0,0,1,0,0,0,1,1,1,0,0,0,1,5,5,5,5,4,5,5,5,2,5,2,2,1,2,2,1,2,2,2,2,2,3,2,3,3,4,4,4,4,4,4,3.5,5,2.25,3.5,4,3,1.6,2.8,2.8,0.384615384615385,2.375,3.33333333333333,3.66666666666667,3.33333333333333,3.08333333333333,1.75,4.83333333333333,2.33333333333333,3.83333333333333,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0.666666666666667,386.203,327.842,19.6520482393057,18.106407705561,19.6520482393057,18.106407705561,0.640319405136714,0.467485509878648,1,3.10780491501536
"406","R_vk2mxWf6xFzuDuN",0.354632231044386,0.351742942038296,0.130024399122424,0.605799943683734,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","küzdelem","harc","kitartás","győzelem","siker",5,5,5,5,5,"negatív","építő","alázat","fájdalom","tanulás",1,4,3,1,5,4,2,4,3,3,3,3,3,3,2,"Két opció tűnik lehetségesnek számomra. Lehetséges, hogy annyi  kivetni valót talált benne, hogy szeretne személyesen beszélni róla, de az olvasottak alapján az illető, vagyis én sokat dolgoztam rajta, így nagy valószínűséggel nem egy rossz munka. Fenn áll az a lehetőség is, hogy a tanárnak annyira megtetszett, hogy érdemesnek találja arra, hogy jobban foglalkozzon vele. Mindenesetre a találkozóig izgulnék, hogy vajon nem lett e annyira szörnyú a prezentációm, hogy még egy ilyen elfoglalt tanár is személyesen akar beszélni róla.","izgalom","kétely","óvatos öröm",2,1,5,5,5,5,49,91,5,5,5,29,80,"nem",5,6,2,2,5,5,4,4,4,3,4,4,4,5,3,4,2,1,2,2,3,2,4,4,4,4,1,0,1,0,1,0,1,0,1,0,0,1,1,0,2,2,2,5,4,2,4,4,1,5,4,5,1,5,2,4,2,5,2,2,4,4,3,3,4,4,4,4,4,4,5.5,3.75,4.25,3.5,4,4,5,2.8,3.2,2.8,0.461538461538462,2.375,3.27777777777778,2.66666666666667,3.27777777777778,3.5,3,2.83333333333333,3,4,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0.4,244.882,227.365,15.6487060167926,15.0786272584742,15.6487060167926,15.0786272584742,0.492710002300733,0.389311887085857,0,1.88202188938659
"407","R_voj2hNhl4zliUYF",0.123643386837248,0.356646635994027,-0.446080963556855,-0.247437592893108,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","elte","fizika","élet","felnőtt","teszt",5,4,1,1,3,"film","média","étel","ratatouille","metu",2,1,5,5,1,4,4,2,4,2,2,5,5,4,2,"Inkább arra gondolnék, hogy biztosan negatív véleménye van és rosszul sikerült a szakdolgozati prezentációm. Nagyon kis százalékban gondolnék arra, hogy talán pozitív visszajelzés miatt akar személyesen beszélni.","félelem","idegesség","pánik",1,1,1,2,3,5,30,82,1,3,5,40,81,"Megpróbáltam gondolatban elválasztani a főneveket a melléknevektől. A ""kihíváshoz"" tartozó szavakat pozitívnak éreztem, így amikor a negatív mellékneveket kellett mellette kiválasztani a próbateszten szerintem sokszor választottam a pozitívakat helyettük. Ezért az éles teszten próbáltam nem együtt kimondani magamban a főneveket és a mellékneveket.",6,6,1,4,3,4,5,5,5,5,4,6,6,5,5,3,5,3,3,2,4,3,4,5,4,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,4,5,5,5,5,4,4,3,5,2,1,1,2,2,2,3,2,4,3,3,2,1,4,4,2,5,5,5,5,6,5,5.25,3,4.5,4,2.8,2.8,3.2,3.6,0.153846153846154,3.5,3.33333333333333,1,3.33333333333333,3.58333333333333,2,4.83333333333333,2.83333333333333,4.33333333333333,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0.733333333333333,652.612,1099.878,25.546271743642,33.1644086333527,25.546271743642,33.1644086333527,0.857648517487915,0.856264850096412,1,3.71391336758433
"408","R_VWinBEdEKK6J4aZ",-1.80107418275995,0.0888501381783664,0.359860956477315,0.584587612458616,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","küzdelem","erő","bátorság","kitartás","győzelem",5,5,5,5,5,"újság","másik ember","írás","kritikus","kellemetlen érzés",3,3,3,2,1,3,4,3,3,3,3,3,3,3,3,"Azt gondolom, hogy ha személyesen szeretne róla beszélni velem, akkor annyira fontos az amit közölni szeretne velem ezzel kapcsolatban, hogy azt írásban nem lehet elmondani, bár kételyek merülnének fel bennem, hogy a visszajelzés pozítiv vagy negatív lenne. De ha ennyire elfoglalt, akkor biztosan csak pozítiv lenne, mert akkor nem szakítana rám ennyi időt.","izgalom","várakozás","bizonytalanság",4,4,2,5,5,5,55,80,3,3,5,67,95,"Hangosan olvastam a szavakat és így az agyam sokkal jobban fel tudta fogni, hogy éppen mire kell odafigyelnem.",6,6,4,5,4,3,4,4,4,4,4,4,5,4,2,2,3,2,4,3,2,1,3,3,4,4,0,0,0,0,1,0,1,1,1,1,0,1,0,1,3,3,3,3,2,4,1,2,3,4,3,4,2,3,2,1,3,2,3,2,3,3,3,3,2,2,2,2,2,2,6,4,4.25,4,3,4,5,2.4,3.2,3,0.538461538461538,2.375,2.66666666666667,3.33333333333333,2.66666666666667,2.41666666666667,2.625,3,2.83333333333333,2,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0.75,0.533333333333333,342.626,407.265,18.5101593726256,20.1808077142616,18.5101593726256,20.1808077142616,0.598216201276741,0.5210440048341,0.666666666666667,1.78592687277751
"409","R_vwX9dzMVzraVaLL",-0.288188307425826,0.0674284954854203,1.28942405893449,0.650936276326191,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","erő","kitartás","nehéz","munka","fáradtság",4,4,2,2,2,"újság","negatívum","sértődés","kritikus","fogalmazás",3,1,1,3,3,4,2,4,2,2,2,4,2,3,1,"Nem szeretné a véleményét hosszan leírni egy emailben ezért személyesen szeretné nekem elmondani, mert az rövidebb időt vesz igénybe.","bizaématlanság","reménykedés","kíváncsiság",1,5,4,3,2,5,40,81,2,2,4,72,89,"Hangosan kimondtam a szavakat",5,5,2,2,4,4,2,3,3,4,2,5,5,5,2,3,3,2,2,4,2,2,4,2,4,3,0,0,0,1,1,0,0,1,0,1,0,0,0,0,5,4,4,4,5,5,3,3,4,4,3,4,4,4,4,2,5,3,4,4,2,4,2,3,5,2,4,2,4,3,5,3,4.25,3,3,3.5,2.8,2.2,2.8,2.4,0.307692307692308,2.5,3.88888888888889,3.33333333333333,3.88888888888889,3.25,3.75,4.5,3.16666666666667,3.33333333333333,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0.666666666666667,97.382,171.465,9.86823185783553,13.0944644793134,9.86823185783553,13.0944644793134,0.279575003770225,0.338083208068908,1,1.61765821183913
"410","R_w1Xc46ksQmKrUWZ",-0.562248886674383,-0.143666445177558,-0.619237606510122,0.0309422565680348,"a böngészőt átváltottam teljes képernyős módra","Küzdelem","Erőpróba","Kudarc","Siker","Megpróbáltatás",3,4,1,5,2,"Észrevétel","Tanács","Épít","Rombol","Főnök",3,4,5,1,3,3,2,3,2,2,3,3,3,2,2,"Szeretné megbeszélni személyesen, hogy mik azok a részek, amik jók benne és mik azok amiket még ki kéne javítani vagy esetleg hozzáírni.","Kiváncsiság","Tanácstalanság","Feszültség",4,2,2,3,4,5,70,51,4,4,5,60,60,"Hangosan kimondtam a szavakat miközben olvastam és nekem ez segített.",5,6,2,3,3,3,4,4,5,3,4,4,5,5,3,2,3,2,2,2,1,2,4,3,4,5,0,0,0,1,1,0,1,1,1,0,1,0,1,0,5,4,4,5,5,5,4,4,3,3,4,4,1,4,4,2,4,4,4,3,3,4,4,4,4,3,4,4,4,3,5.5,4,4.5,2.75,3.5,4.5,3,3.2,2.4,2.6,0.538461538461538,2.125,3.83333333333333,2.66666666666667,3.83333333333333,3.66666666666667,3.25,4.66666666666667,3.66666666666667,3.66666666666667,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0.666666666666667,229.617,320.123,15.1531184909246,17.8919814442113,15.1531184909246,17.8919814442113,0.474436925786077,0.461949283601821,1,2.9363862093879
