"","id","challenge_1","challenge_2","challenge_3","challenge_4","challenge_5","att_challenge_1","att_challenge_2","att_challenge_3","att_challenge_4","att_challenge_5","criticism_1","criticism_2","criticism_3","criticism_4","criticism_5","att_criticism_1","att_criticism_2","att_criticism_3","att_criticism_4","att_criticism_5"
"309","r_qikotv8aavslmfx","erőt igénylő","szükséges","jó","nehéz","magabiztosságot ad",3,4,4,2,5,"hasznos","haszontalan","idegesítő","építő","attól függ kitől és mit kapok",5,1,1,5,3
"310","r_2s6uznskq1jch8n","móka","felelősség","határidő","új dolog","legjobbnak lenni",5,4,3,4,5,"jobbnak lenni","változtatni","jobban csinálni","zsűri","vélemény",5,3,5,3,3
"311","r_22kusgnt87jmlvk","nehéz","kitartás","nagy","energia","célok",1,4,4,5,4,"hasznos","kellemes","kellemetlen","bíráló","fejlesztő",5,5,1,2,5
"312","r_21yntgs18n1jy5q","hegy","mászás","bajnok","erőfeszítés","verseny",5,1,4,2,3,"puzsér","dancsó","humor","profi","tehetségkutatók",2,5,5,5,2
"313","r_3niwddmtsaausdp","versenyzés","versenyszellem","készségfejlesztés","csapatmunka","feladat",4,5,5,3,3,"fejlődés","építés","önbizalom","sértődés","őszínteség",5,4,5,2,5
"314","r_xoqxhf8bcxbwhc1","feladat","felelősség","újdonság","cél","lehetőség",3,2,4,5,5,"negatív","pozitív","építő","javítás","hibázás",1,5,4,4,2
"315","r_3kpnrxs6eu6izxg","siker","feladat","eredmény","karrier","munka",5,2,4,3,3,"hiba","kötözködés","piszkálódás","kudarc","panasz",1,1,2,1,3
"316","r_3lhvgkwc1xxfhqb","erő","nehéz","stressz","győzelem","feladat",5,1,1,5,3,"utálat","tipp","mentor","fejlődés","leszólás",1,4,3,4,1
"317","r_3f51nyv65xgtnyn","nehézség","verseny","próbatétel","újdonság","megmérettetés",4,3,4,4,3,"negatív","pozitív","minősítés","visszajelzés","értékelés",1,5,2,4,4
"318","r_25r6rbkq0mzgiwu","harc","küzdelem","eredmény","karate","egyetem",4,3,5,5,3,"puzsér róbert","nyomás","szorongás","megbántás","kritikus",2,3,1,1,3
"319","r_1c7tie8e8syovdx","nehézség","cél","feladat","eredmény","megoldás",1,4,4,4,5,"építő","negatív","megbántás","épít","hiba",5,1,1,4,2
"320","r_28syvnwiyzmb3f8","elszántság","munka","ambició","stressz","cél",4,2,5,1,4,"fejlődés","önuralom","sértettség","tapasztalat","rosszindulat",5,5,2,4,2
"321","r_teyrgbtnxgzrgvb","lehetőség","izgalom","harc","dicsőség","izgulás",4,4,3,5,1,"filmek","elvárás","fontos","átnézés","feladat",5,2,3,3,2
"322","r_57kkqm5hbgaanep","fejlesztő","bátorság","kitartas","akaraterő","előrelépés",5,5,5,5,5,"fejlődés","épitő","változás","tanulás","segítség",5,5,4,5,5
"323","r_a5njgvkx5oksyhd","megerőltető","izgalmas","akaratlan","váratlan","lehetőségteli",1,5,3,3,5,"félelmetes","értékes","érdekes","formáló","elkerülhetetlen",1,5,4,4,2
"324","r_bit2uwmnpn6xhuv","esély","előny","nehéz","építő","előrevisz",4,4,3,5,5,"önértékelés","probléma","hasznos","haszontalan","építő",2,1,5,1,4
