"","id","challenge_1","challenge_2","challenge_3","challenge_4","challenge_5","att_challenge_1","att_challenge_2","att_challenge_3","att_challenge_4","att_challenge_5","criticism_1","criticism_2","criticism_3","criticism_4","criticism_5","att_criticism_1","att_criticism_2","att_criticism_3","att_criticism_4","att_criticism_5","failure_sc_1","failure_sc_2","criticism_sc_1","criticism_sc_2","challenge_sc","iq_ms_1","iq_ms_2","failure_ms_1","failure_ms_2","failure_ms_3","failure_ms_4","criticism_ms_1","criticism_ms_2","criticism_ms_3","criticism_ms_4","challenge_ms_1","challenge_ms_2","challenge_ms_3","challenge_ms_4","ego_res_1","ego_res_2","ego_res_3","ego_res_4","ego_res_5","ego_res_6","ego_res_7","ego_res_8","ego_res_9","ego_res_10","ego_res_11"
"56","R_1IL8xZ1lrw0AD4b","fejlődés","próba","tanulás","stressz","alkalmazkodás","pozitív","semleges","inkább pozitív","inkább negatív","semleges","írás","videó","fejlődés","pozitív","negatív","semleges","semleges","pozitív","pozitív","negatív","Kevésbé valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Inkább nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet"
"57","R_1NxquFb4PYHLMY7","egyetem","diploma","munka","párkapcsolat","pénz","pozitív","pozitív","inkább pozitív","negatív","negatív","egyetem","barátok","szakdolgozat","vizsga","interjú","pozitív","pozitív","semleges","inkább negatív","semleges","Teljes mértékben így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Inkább egyetértek","Inkább egyetértek","Egyáltalán nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Egyáltalán nem értek egyet","Egyetértek","Egyetértek","Inkább nem értek egyet","Nem értek egyet","Egyetértek","Teljes mértékben egyetértek","Inkább nem értek egyet","Egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Nem értek egyet","Teljes mértékben egyetértek","Egyetértek"
"58","R_3lS7PqHCiA8s9sX","születés","tanulás","munka","gyerekek","halál","inkább pozitív","inkább pozitív","inkább pozitív","pozitív","inkább negatív","haladás","minősítés","film","építés","visszajelzés","pozitív","negatív","semleges","inkább pozitív","pozitív","Egyáltalán nem valószínű, hogy így gondolnám.","Talán így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Inkább egyetértek","Teljes mértékben egyetértek"
"59","R_33meSx5COMBvPME","Játék","Egyetem","Osztályzat","Versenytárs","Erő","inkább pozitív","inkább pozitív","inkább negatív","inkább negatív","semleges","Újság","Film","Puzsér","Bántó","Fejlődés","semleges","semleges","semleges","negatív","pozitív","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Talán így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Inkább nem értek egyet","Inkább nem értek egyet","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Teljes mértékben egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Inkább egyetértek","Egyetértek","Teljes mértékben egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Egyetértek","Teljes mértékben egyetértek","Egyetértek","Teljes mértékben egyetértek","Inkább egyetértek","Nem értek egyet","Teljes mértékben egyetértek","Inkább egyetértek","Nem értek egyet","Inkább egyetértek","Inkább egyetértek"
"60","R_U9L2y3YCbxaLkyd","nehéz","siker","fejlődés","remény","tudás","negatív","pozitív","pozitív","inkább negatív","inkább pozitív","kudarc","konstruktív","megalázó","görcs","önértékelés","negatív","pozitív","negatív","negatív","semleges","Nagyon valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Nem értek egyet","Nem értek egyet","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Egyetértek","Nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Egyetértek","Teljes mértékben egyetértek","Inkább egyetértek","Egyetértek","Teljes mértékben egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Egyetértek","Egyetértek","Inkább egyetértek","Egyetértek"
"61","R_2Vf0kDah0Fmkckj","Motiváció","Nehézség","Munka","Izgalom","Félelem","pozitív","inkább negatív","inkább pozitív","inkább pozitív","negatív","Gyomorideg","Önbizalomhiány","Fèltékenység","Visszajelzés","Bántás","inkább negatív","negatív","inkább negatív","semleges","negatív","Talán így gondolnám.","Talán így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Egyetértek","Teljes mértékben egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet"
"62","R_roqtSeMTRyS0Bot","siker","kitartás","nehézségek","kudarc","energia","pozitív","pozitív","semleges","negatív","pozitív","negatv","pozitív","építő","sértő","nehéz","negatív","pozitív","pozitív","negatív","semleges","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Inkább nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Inkább egyetértek","Egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet"
"63","R_3qPyD2ykqYKffxl","munka","kitartás","siker","fáradtság","előrejutás","inkább pozitív","pozitív","pozitív","inkább negatív","pozitív","hiba","irigység","épités","haladás","vélemény","inkább pozitív","negatív","pozitív","pozitív","pozitív","Kevésbé valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Egyetértek","Egyáltalán nem értek egyet","Nem értek egyet","Inkább egyetértek","Egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek"
"64","R_1esMevCcRRCtEiT","Lehetőség","Megmérettetés","Vereség","Győzelem","Döntetlen","inkább pozitív","inkább pozitív","inkább negatív","pozitív","semleges","Vélemény","Fikázás","Szubjektivitás","Dühöngés","Hülyeség","semleges","inkább negatív","semleges","negatív","negatív","Kevésbé valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Egyetértek","Egyetértek","Egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek"
"65","R_2VjBiEElYSsrqb5","feladat","célok","haladás","nehézségek","továbbjutás","semleges","pozitív","pozitív","inkább negatív","pozitív","rossz","hiba","újratervezés","haladás","továbblépés","negatív","negatív","inkább pozitív","pozitív","pozitív","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Inkább nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek"
"66","R_eJcYEAi3S4fVzBT","cél","ösztönzés","kitartás","izgalom","erő","pozitív","pozitív","inkább pozitív","inkább pozitív","pozitív","fájdalmas","igazság","önértékelés","felelősség","hitelesség","inkább negatív","semleges","inkább pozitív","semleges","inkább pozitív","Teljes mértékben így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Teljes mértékben egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Egyetértek"
"67","R_1mEFiY3LGv9wBGC","kaland","nehézség","feladni","lastminute","nyerni","inkább pozitív","negatív","negatív","semleges","pozitív","építő","ítélkezés","érzékenység","rosszindulat","konstruktív","pozitív","negatív","semleges","negatív","pozitív","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Inkább nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Teljes mértékben egyetértek","Nem értek egyet","Inkább egyetértek","Egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet"
"68","R_3RsGlqU3KBTN9LP","lehetőség","félelem","küzdelem","önismeret","fejlődés","pozitív","inkább negatív","inkább pozitív","pozitív","pozitív","pozitív","negatív","építő","romboló","fejlesztő","pozitív","negatív","pozitív","negatív","pozitív","Egyáltalán nem valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Egyetértek","Egyetértek","Inkább egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Teljes mértékben egyetértek","Inkább egyetértek","Inkább egyetértek","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Egyetértek","Egyetértek"
"69","R_3L0xvaK0XpI3got","Izgalom","Feladat","Idő","Felkeszules","Tanulás","inkább pozitív","inkább pozitív","semleges","inkább pozitív","inkább pozitív","Ítélet","Pozitiv","Negativ","Kellemetlen","Izgalom","inkább negatív","pozitív","inkább negatív","inkább negatív","inkább pozitív","Talán így gondolnám.","Talán így gondolnám.","Talán így gondolnám.","Talán így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Egyetértek","Inkább egyetértek","Egyetértek","Egyetértek","Inkább egyetértek","Egyetértek"
"70","R_1LBtmZWr7yaI4Zk","kitartás","kreativitás","küzdelem","cél","motiváció","pozitív","pozitív","inkább pozitív","pozitív","pozitív","bírálat","pozitív","negatív","építő","romboló","inkább negatív","pozitív","negatív","pozitív","negatív","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Egyetértek","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Egyetértek","Inkább egyetértek","Egyetértek","Inkább egyetértek"
"71","R_11XVeqKG9ii91iA","Tanulmányok","Ismerkedés","Barátkozás","Programozás","Időbeosztás","inkább negatív","semleges","semleges","inkább pozitív","semleges","Oktató","Szülők","Társadalom","Értékelés","Puzsér","inkább pozitív","pozitív","semleges","semleges","semleges","Egyáltalán nem valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","Talán így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Teljes mértékben egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Nem értek egyet","Nem értek egyet","Nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek"
"72","R_8x3cyEaCrLDxc7T","Megpróbáltatás","Lehetőség","Megmérettetés","Teljesítmény","Cél","inkább negatív","pozitív","inkább negatív","inkább negatív","inkább pozitív","Társadalom","Negatív","Fájdalmas","Építő","Fejlődés","semleges","negatív","negatív","inkább pozitív","pozitív","Egyáltalán nem valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Egyáltalán nem értek egyet","Teljes mértékben egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább egyetértek","Egyetértek","Nem értek egyet","Inkább egyetértek","Inkább egyetértek"
"73","R_2uDLprQCHkY07i5","cél","motiváció","feladat","figyelem","stratégia","pozitív","pozitív","semleges","inkább pozitív","semleges","vélemény","gondolkodás","megítélés","beállítódás","értékelés","inkább pozitív","pozitív","semleges","semleges","semleges","Talán így gondolnám.","Talán így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Inkább nem értek egyet","Nem értek egyet","Egyetértek","Inkább egyetértek","Nem értek egyet","Egyáltalán nem értek egyet","Teljes mértékben egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Egyáltalán nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Egyetértek","Egyetértek","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet"
"74","R_9TSCjKr55wWFOPD","megmérettetés","fejlődés","vizsga","szakdolgozat","munka","semleges","pozitív","semleges","semleges","semleges","tanár","önkritika","szaktársak","szint","család","semleges","inkább negatív","inkább negatív","semleges","inkább negatív","Nagyon valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Inkább nem értek egyet","Nem értek egyet","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet"
"75","R_3Hk8vDHmtnw9Ibr","egyetem","vizsgák","munka","mental health","stressz","inkább negatív","semleges","inkább pozitív","semleges","negatív","őszínte","felületes","szubjektív","igazságtalan","irreleváns","pozitív","semleges","negatív","inkább negatív","semleges","Nagyon valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Egyetértek","Egyáltalán nem értek egyet","Inkább egyetértek","Egyetértek","Teljes mértékben egyetértek","Egyetértek","Egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Egyetértek"
"76","R_3ki9mcKsf4fU3oo","Nehéz","Munka","Erőfeszítés","Új","Megújulás","inkább negatív","semleges","semleges","pozitív","pozitív","Negatív","Rossz","Étterem","Konstruktív","Elemzés","negatív","negatív","semleges","pozitív","semleges","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Egyetértek","Inkább nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Teljes mértékben egyetértek","Inkább nem értek egyet","Nem értek egyet","Egyetértek","Teljes mértékben egyetértek","Inkább nem értek egyet","Teljes mértékben egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Teljes mértékben egyetértek","Inkább egyetértek","Egyetértek"
"77","R_eqGN1W3dBSlKaul","flow","könyvtár","küzdelem","stressz","harc","pozitív","pozitív","inkább pozitív","negatív","inkább pozitív","értékelés","pozitív","negatív","megítélés","szubjektív","pozitív","pozitív","inkább pozitív","pozitív","inkább negatív","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Egyetértek","Egyáltalán nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Inkább nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Nem értek egyet","Inkább egyetértek","Egyetértek","Teljes mértékben egyetértek","Egyetértek","Inkább nem értek egyet","Egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Egyetértek","Egyetértek","Inkább egyetértek"
"78","R_1PYRNIDtk6xTVQY","Siker","Bizonyítási vágy","Akadály","Elismerés","Büszkeség","pozitív","semleges","inkább pozitív","pozitív","inkább pozitív","Elutasítás","Megbélyegzés","Elismerés","Téveszmék","Bizonyítás","negatív","negatív","pozitív","negatív","inkább pozitív","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Teljes mértékben egyetértek","Egyetértek","Inkább egyetértek","Inkább egyetértek","Egyáltalán nem értek egyet","Nem értek egyet","Inkább egyetértek","Egyetértek","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Egyetértek"
"79","R_3pikX8kRkeYQGAI","Küzdelem","Alvatlanság","Feladat","Bátorság","Izgalom","inkább pozitív","negatív","inkább pozitív","pozitív","inkább negatív","Nagymamám","Sértődés","Tanács","Puzsér Róbert","Lila szín","inkább negatív","negatív","pozitív","semleges","pozitív","Talán így gondolnám.","Teljes mértékben így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Egyetértek","Egyetértek","Inkább egyetértek","Inkább egyetértek","Egyetértek","Egyetértek","Teljes mértékben egyetértek","Inkább nem értek egyet"
"80","R_3ESxR0B8XmL20uv","erő","teljesítmény","nehézség","energia","felkészülés","pozitív","semleges","inkább negatív","semleges","pozitív","gonoszság","vélemény","igazságtalanság","építő","megalázás","negatív","semleges","negatív","pozitív","negatív","Nagyon valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","Talán így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Egyetértek","Egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Teljes mértékben egyetértek","Egyetértek","Egyetértek","Egyetértek"
"81","R_3JJFNxj8MiBwuU2","kaland","konfortzóna","fejlődés","előrelépés","tanulság","inkább pozitív","semleges","inkább pozitív","inkább pozitív","inkább pozitív","vélemény","bírálat","értékelés","kritikus","ítélet","semleges","inkább negatív","semleges","semleges","inkább negatív","Talán így gondolnám.","Teljes mértékben így gondolnám.","Talán így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Egyetértek","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Egyetértek","Egyetértek","Inkább egyetértek","Inkább egyetértek","Egyetértek","Egyetértek","Inkább egyetértek","Inkább egyetértek","Egyetértek","Inkább egyetértek"
"82","R_3kaz85CqMrgJYAp","Küzdés","Teljesítmény","Verseny","Célok","Felmérô","inkább pozitív","pozitív","inkább pozitív","pozitív","semleges","Vélemény","Bírálat","Pozitív","Negatív","Film","semleges","inkább negatív","pozitív","negatív","pozitív","Talán így gondolnám.","Talán így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Egyetértek","Egyetértek","Egyetértek","Egyetértek"
