"","id","challenge_1","challenge_2","challenge_3","challenge_4","challenge_5","att_challenge_1","att_challenge_2","att_challenge_3","att_challenge_4","att_challenge_5","criticism_1","criticism_2","criticism_3","criticism_4","criticism_5","att_criticism_1","att_criticism_2","att_criticism_3","att_criticism_4","att_criticism_5","failure_sc_1","failure_sc_2","criticism_sc_1","criticism_sc_2","challenge_sc","iq_ms_1","iq_ms_2","failure_ms_1","failure_ms_2","failure_ms_3","failure_ms_4","criticism_ms_1","criticism_ms_2","criticism_ms_3","criticism_ms_4","challenge_ms_1","challenge_ms_2","challenge_ms_3","challenge_ms_4","ego_res_1","ego_res_2","ego_res_3","ego_res_4","ego_res_5","ego_res_6","ego_res_7","ego_res_8","ego_res_9","ego_res_10","ego_res_11","iqms_avg","crms_avg","chms_avg","fms_avg","fsc_avg","crsc_avg","chall_attitude","crit_attitude","iq_mindset","criticism_mindset","challenge_mindset","failure_mindset","failure_scenario","criticism_scenario","challenge_attitude","criticism_attitude","challenge_scenario"
"111","r_31siclbwdz8rvkq","megprobaltatas","struggle","megoldando problema","difficulty","fight",3,3,2,1,4,"minosites","evaluation","feedback","review","onkritika",3,4,5,1,5,4,5,4,5,0,4,4,3,3,3,3,6,5,4,4,4,5,5,4,3,2,5,3,4,3,2,5,4,4,5,4,4.75,4.5,3,4.5,4.5,2.6,3.6,-0.405010332221353,0.79225902096883,0.0678274099244497,-0.484168737716228,1.16057370827657,1.03203822740393,-1.42151137128056,0.737948631159805,0
"112","r_1d0qhouyj8l8bwo","turelem","difficulty","strategia","struggle","success",3,2,3,4,5,"csalodas","constructive","change","anya","offense",1,4,4,3,1,3,4,4,5,1,5,5,3,4,5,5,5,5,4,6,4,4,5,5,5,5,5,5,5,5,3,4,5,5,6,5,5,4.5,4.25,3.5,4.5,3.4,2.6,0.380464251480665,1.04886113302351,0.0678274099244497,0.860744422606627,-0.0815118657986883,1.03203822740393,-0.331685986632131,-0.821234172209339,1
"113","r_2wyl458sjnzbde9","difficulty","beadando","nemet irodalom","targyfelvetel","szeptember",1,2,1,1,2,"essze","thinking","alkotas","constructive","elegtelen",1,4,3,4,1,4,3,3,3,1,6,6,1,1,3,2,1,1,3,3,4,6,6,5,5,5,2,6,5,3,3,5,4,5,5,6,2,5.25,1.75,3.5,3,1.4,2.6,1.16593883518268,-2.03036421163267,1.05440791791644,-1.82908189803908,-0.0815118657986883,-1.2864476509035,-3.05624944825319,-0.821234172209339,1
"114","r_28szfq1gckfnwjo","fight","jatek","izzadas","hegy","life",3,4,2,2,4,"offense","bullying","szubjektivitas","erzelmek","meggyozodes",1,1,3,3,4,4,2,3,2,1,3,2,1,3,4,4,3,2,3,4,3,5,3,5,6,4,6,6,5,4,2,5,3,2,5,2.5,3,4,3,3,2.5,3,2.4,-1.58322220777438,-1.00395576341394,-0.589892928736879,-0.484168737716228,-0.702554652836315,-2.05927627700598,-0.876598678956343,-1.13307073288317,1
"115","r_2oi39qppuwofacj","competition","megfeleles","task","bizonyitas","success",5,4,4,5,5,"review","eszrevetel","development","tamadas","onkritika",3,4,5,1,4,4,2,1,4,0,5,5,2,4,5,3,4,2,4,3,6,6,6,6,5,6,5,6,5,5,5,5,6,4,6,5,3.25,6,3.5,3,2.5,4.6,3.4,0.380464251480665,-0.74735365135926,2.04098842590844,0.053796526412914,-0.702554652836315,-2.05927627700598,1.3030520903405,0.426112070485976,0
"116","r_2feqfnlcj9cgk7i","victory","hatarok","katonasag","life","success",5,5,5,3,3,"development","ego","mistake","vita","igazsagos",5,2,2,4,3,4,2,4,4,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,2,5,5,3,6,6,5,4,5,6,6,6,6,3,4,4.2,3.2,1.16593883518268,2.07526958124224,2.04098842590844,2.74362284705862,-0.702554652836315,0.259209601301451,0.758139398016293,0.114275509812148,1
"117","r_1guhni1os1pldi1","excitement","task","development","talpraesettseg","problema",4,4,5,5,2,"zsuri","stressz","megfelelesi kenyszer","szakertelem","malice",3,1,1,5,1,3,3,3,4,0,6,6,2,2,3,3,4,4,4,3,4,5,5,4,5,6,3,4,5,3,3,4,2,4,1,6,3.75,4.5,2.5,3,3.5,4,2.2,1.16593883518268,-0.234149427249897,0.0678274099244497,-1.02213400184537,-0.702554652836315,-0.513619024801024,0.485683051854187,-1.444907293557,0
"118","r_1izbo4hfxgy5udm","adventure","difficulty","development","hajra","gyerunk",4,2,5,5,5,"tarsadalom","constructive","ertelmetlen","befogadhatatlan","hagyjal mar",4,5,1,1,1,4,1,3,3,1,2,2,3,2,3,3,3,3,4,4,5,4,4,5,2,3,4,6,5,2,2,4,5,6,5,2,3.5,4.5,2.75,2.5,3,4.2,2.4,-1.97595949962539,-0.490751539304579,0.0678274099244497,-0.753151369780799,-1.32359743987394,-1.2864476509035,0.758139398016293,-1.13307073288317,1
"119","r_27p5jskyjztpcls","motivation","osztonzes","difficulty","obstacle","felelosseg",5,5,3,3,3,"csalodas","development","constructive","offense","teljesitmeny",1,5,4,1,3,5,5,4,5,0,5,5,3,4,4,4,5,5,5,5,5,6,5,5,3,1,2,3,5,2,2,5,6,4,6,5,5,5.25,3.75,5,4.5,3.8,2.8,0.380464251480665,1.04886113302351,1.05440791791644,0.322779158477485,1.78161649531419,1.03203822740393,0.213226705692081,-0.509397611535511,0
"120","r_2szomj9ba3bvihj","power","development","tamogatas","struggle","motivation",5,5,5,3,4,"opinion","evaluation","feedback","development","tukor",3,4,5,5,3,4,4,3,5,1,4,5,4,5,5,5,5,5,6,5,6,5,5,5,6,6,5,6,6,4,5,6,5,5,5,4.5,5.25,5.25,4.75,4,4,4.4,4,-0.012273040370344,1.30546324507819,1.05440791791644,1.39870968673577,0.539530921238938,0.259209601301451,1.0305957441784,1.36162175250746,1
"121","r_117paojk4eliljp","struggle","stress","difficulty","felemelkedes","goal",3,1,1,5,5,"learning","ujsagcikk","iromany","onkritika","szubjektiv",1,4,3,1,3,4,4,1,4,0,4,4,3,4,5,4,4,4,4,4,4,5,5,5,4,4,2,2,2,5,2,4,5,4,4,4,4,4.75,4,4,2.5,3,2.4,-0.405010332221353,0.0224526848047847,0.396687579255114,0.591761790542056,0.539530921238938,-2.05927627700598,-0.876598678956343,-1.13307073288317,0
"122","r_su80bum5awt2bwd","ambicio","work","idobefektetes","difficulty","megterhelo",4,4,2,3,2,"constructive","bad","rontas","opinion","ujsag",4,1,2,4,3,4,4,3,4,1,3,4,3,4,5,4,4,4,4,5,3,5,5,5,4,4,3,5,4,4,2,4,4,3,4,3.5,4.25,4.5,4,4,3.5,3,2.8,-0.797747624072362,0.279054796859466,0.0678274099244497,0.591761790542056,0.539530921238938,-0.513619024801024,-0.876598678956343,-0.509397611535511,1
"123","r_2ztin6drimdvft4","teher","obstacle","struggle","faradtsag","megkonnyebbules",1,1,2,1,3,"opinion","tanacs","jo indulat - rossz indular","figyelem","turelem/nyugalom",3,5,3,4,3,3,1,4,4,0,5,5,2,3,5,5,5,3,5,4,2,4,5,4,3,5,5,6,5,5,6,1,1,5,6,5,4.25,3.75,3.75,2,4,1.6,3.6,0.380464251480665,0.279054796859466,-0.918753098067543,0.322779158477485,-1.94464022691157,0.259209601301451,-2.78379310209109,0.737948631159805,0
"124","r_1lajlybqhnuumby","struggle","task","trial","goal","fight",5,4,4,5,4,"opinion","kioktatas","malice","constructive","help",3,2,1,5,5,4,3,3,4,0,5,5,4,4,4,4,4,4,4,5,4,4,5,5,4,4,2,3,4,3,1,4,3,3,4,5,4.25,4.5,4,3.5,3.5,4.4,3.2,0.380464251480665,0.279054796859466,0.0678274099244497,0.591761790542056,-0.0815118657986883,-0.513619024801024,1.0305957441784,0.114275509812148,0
"125","r_2ucednnv4lnxmho","batorsag","perseverance","mereszseg","trying","elhivatottsag",5,5,4,4,5,"negative","development","szakertelem","opinion","review",1,5,5,3,2,1,4,4,5,0,4,4,2,2,4,2,5,5,5,5,5,5,4,6,3,5,3,3,5,3,4,5,4,5,3,4,5,5,2.5,2.5,4.5,4.6,3.2,-0.405010332221353,1.04886113302351,0.725547748585778,-1.02213400184537,-1.32359743987394,1.03203822740393,1.3030520903405,0.114275509812148,0
"126","r_2cjvqwylzfvcdrx","kuldetes","difficulty","task","hatarok","parbaj",4,3,2,3,4,"kritikus","opinion","megfontolt","minosites","review",2,3,4,3,3,4,2,4,4,0,4,4,2,4,2,4,4,4,4,5,3,3,3,5,1,1,2,1,3,6,3,4,2,4,4,4,4.25,3.5,3,3,4,3.2,3,-0.405010332221353,0.279054796859466,-1.24761326739821,-0.484168737716228,-0.702554652836315,0.259209601301451,-0.604142332794237,-0.197561050861682,0
"127","r_xxh1elysewriled","effort","szorgalom","torekves","task","motivation",4,4,4,3,4,"opinion","review","negativum","thinking","development",3,2,1,3,4,4,4,5,4,0,2,2,5,5,4,4,5,5,5,5,5,4,4,4,5,5,3,4,4,4,2,5,4,5,5,2,5,4.25,4.5,4,4.5,3.8,2.6,-1.97595949962539,1.04886113302351,-0.261032759406215,1.1297270546712,0.539530921238938,1.03203822740393,0.213226705692081,-0.821234172209339,0
"128","r_2sdhgcq7oq8u5ce","intelligencia","kiserlet","logika","furfang","success",5,3,3,5,5,"thinking","negative","constructive","opinion","onbizalom",3,2,5,3,4,3,4,5,4,0,6,6,2,3,3,2,4,5,3,4,4,5,4,5,4,1,2,2,4,4,5,3,4,6,5,6,4,4.5,2.5,3.5,4.5,4.2,3.4,1.16593883518268,0.0224526848047847,0.0678274099244497,-1.02213400184537,-0.0815118657986883,1.03203822740393,0.758139398016293,0.426112070485976,0
"129","r_3ma3dtykyerag9q","difficulty","ambiciok","motivation","trying","success",2,3,5,3,5,"mistake","learning","probalkozas","bad","constructive",2,4,3,1,4,4,4,3,4,0,6,6,2,4,5,5,4,4,4,3,3,5,4,4,3,5,1,3,4,3,3,4,2,2,2,6,3.75,4,4,4,3.5,3.6,2.8,1.16593883518268,-0.234149427249897,-0.589892928736879,0.591761790542056,0.539530921238938,-0.513619024801024,-0.0592296404700251,-0.509397611535511,0
"130","r_qxywipwjbbaf1ad","work","oriflame","motivation","uj feladat","opportunity",4,5,5,4,5,"positive","negative","constructive","megfigyeles","irigyseg",5,3,5,4,1,4,4,4,4,1,6,6,4,4,4,5,4,4,6,6,6,6,5,6,5,5,4,4,6,4,3,5,6,5,6,6,5,5.75,4.25,4,4,4.6,3.6,1.16593883518268,1.04886113302351,1.71212825657777,0.860744422606627,0.539530921238938,0.259209601301451,1.3030520903405,0.737948631159805,1
"131","r_xxetxv4sj9kar4z","fight","struggle","orom","gyakorlas","time",2,3,5,3,3,"bad","helytelen","mistake","opinion","kellemes",1,1,1,3,5,4,3,4,4,1,3,5,2,2,2,6,1,1,2,2,4,2,6,6,5,5,6,5,6,4,2,5,4,6,3,4,1.5,4.5,3,3.5,4,3.2,2.2,-0.405010332221353,-2.54356843574203,0.0678274099244497,-0.484168737716228,-0.0815118657986883,0.259209601301451,-0.604142332794237,-1.444907293557,1
"132","r_1msrliyr5fsjzqi","power","megprobalni","difficulty","success","legyozni",5,4,3,5,5,"opinion","help","nem eleg jo","meghallgat","elfogadas",3,4,2,5,4,4,4,3,5,0,4,4,2,4,5,4,4,3,4,4,4,5,4,4,3,4,2,4,3,3,3,5,2,4,5,4,3.75,4.25,3.75,4,4,4.4,3.6,-0.405010332221353,-0.234149427249897,-0.261032759406215,0.322779158477485,0.539530921238938,0.259209601301451,1.0305957441784,0.737948631159805,0
"133","r_2ruqzp9lqxarrnw","difficulty","success","problema","competition","struggle",4,5,1,2,3,"csalodas","development","elfogadas","vege","tolerancia",1,5,4,2,4,4,5,3,5,0,6,6,4,3,4,3,4,4,3,5,4,4,4,4,5,6,3,6,5,4,6,5,2,4,4,6,4,4,3.5,4.5,4,3,3.2,1.16593883518268,0.0224526848047847,-0.589892928736879,0.053796526412914,1.16057370827657,0.259209601301451,-0.876598678956343,0.114275509812148,0
"134","r_2u963jphjatafh6","development","motivation","opportunity","bukas","difficulty",5,5,5,1,2,"negative","elvisel","teljesitmeny","bad","constructive",1,3,3,1,4,4,2,3,4,0,3,3,3,3,4,2,4,3,5,4,4,5,6,4,4,5,6,2,6,5,4,4,3,4,4,3,4,4.75,3,3,3.5,3.6,2.4,-1.19048491592337,0.0224526848047847,0.396687579255114,-0.484168737716228,-0.702554652836315,-0.513619024801024,-0.0592296404700251,-1.13307073288317,0
"135","r_zieabrupi0z5ik5","difficulty","szenvedes","task","time","halal",1,1,1,3,1,"mistake","improvement","ido","ujrakezdes","gonoszsag",3,3,4,3,4,3,4,4,4,1,5,4,2,3,5,5,3,4,3,5,2,4,3,5,2,3,5,3,4,5,4,2,3,3,5,4.5,3.75,3.5,3.75,3.5,4,1.4,3.4,-0.012273040370344,-0.234149427249897,-1.24761326739821,0.322779158477485,-0.0815118657986883,0.259209601301451,-3.05624944825319,0.426112070485976,1
"136","r_2cveptd41ln6di1","goal","difficulty","jutalom","success","elbukas",3,2,5,5,2,"kritikus","constructive","negative","positive","help",3,5,1,5,4,4,2,4,3,0,3,3,4,4,5,4,5,5,4,5,4,4,5,5,3,5,1,5,3,6,6,4,3,4,6,3,4.75,4.5,4.25,3,3.5,3.4,3.6,-1.19048491592337,0.79225902096883,0.0678274099244497,0.860744422606627,-0.702554652836315,-0.513619024801024,-0.331685986632131,0.737948631159805,0
"137","r_1juhxyw6tzlegx4","struggle","szorgalom","alazat","turelem","perseverance",4,5,4,5,5,"opinion","constructive","tanacs","kritizalas","irigyseg",3,4,5,2,1,3,4,4,5,0,5,6,4,4,6,4,4,4,4,4,4,4,4,4,4,3,2,4,4,3,3,4,4,4,4,5.5,4,4,4.5,3.5,4.5,4.6,3,0.773201543331674,0.0224526848047847,-0.589892928736879,1.1297270546712,-0.0815118657986883,1.03203822740393,1.3030520903405,-0.197561050861682,0
"138","r_5nag3kxoptx59s1","ismeretlen","difficulty","izgalmas","elengedhetetlen","development",3,2,4,3,5,"opinion","visszacsatolas","constructive","help","ellenszenv",3,3,5,5,1,4,5,4,4,0,6,6,3,5,5,4,6,5,5,5,5,5,4,5,3,4,2,5,5,3,2,6,5,6,4,6,5.25,4.75,4.25,4.5,4,3.4,3.4,1.16593883518268,1.30546324507819,0.396687579255114,0.860744422606627,1.16057370827657,0.259209601301451,-0.331685986632131,0.426112070485976,0
"139","r_2ux26sl1j88uxvq","sport","uj nyelv tanulasa","beilleszkedes uj kornyezetbe","onellatas","sulira tanulas",5,5,4,4,1,"apam","facebook kommentelok","youtube kommentelok","foci szurkolok","-",2,2,3,4,3,3,4,4,4,1,5,6,3,4,5,5,4,4,4,2,5,6,3,5,5,3,5,4,5,3,3,6,4,6,5,5.5,3.5,4.75,4.25,3.5,4,3.8,2.8,0.773201543331674,-0.490751539304579,0.396687579255114,0.860744422606627,-0.0815118657986883,0.259209601301451,0.213226705692081,-0.509397611535511,1
"140","r_3qmarjbccesjkqi","competition","effort","difficulty","solution","development",4,1,1,5,5,"constructive","learning","offense","tanacs","szakerto",5,3,1,4,3,3,4,3,5,0,5,5,4,3,3,4,5,4,5,4,4,5,5,5,4,5,3,3,5,4,5,5,2,4,3,5,4.5,4.75,3.5,3.5,4,3.2,3.2,0.380464251480665,0.535656908914148,0.396687579255114,0.053796526412914,-0.0815118657986883,0.259209601301451,-0.604142332794237,0.114275509812148,0
"141","r_1ls9fadxdjduomj","goal","success","bukas","adventure","performance",5,5,1,4,5,"evaluation","negativ velemeny","learning","development","velemenynyilvanitas",2,1,5,5,5,1,2,1,4,0,3,3,2,1,1,3,2,1,1,2,3,3,3,2,4,4,5,5,4,4,1,5,4,5,2,3,1.5,2.75,1.75,1.5,2.5,4,3.6,-1.19048491592337,-2.54356843574203,-2.2341937753902,-1.82908189803908,-2.5656830139492,-2.05927627700598,0.485683051854187,0.737948631159805,0
"142","r_3f3cxbmkpmszbtp","difficulty","obstacle","perseverance","learning","teherbiras",2,1,5,3,4,"constructive","kudarc","kitartas","onbizalom","destructive",4,1,5,5,1,3,1,4,1,0,6,6,3,4,4,3,4,4,4,5,5,5,4,4,4,6,4,3,4,5,2,6,6,5,6,6,4.25,4.5,3.5,2,2.5,3,3.2,1.16593883518268,0.279054796859466,0.0678274099244497,0.053796526412914,-1.94464022691157,-2.05927627700598,-0.876598678956343,0.114275509812148,0
"143","r_296qus7j7nkn0nn","success","struggle","failure","vereseg","veszteseg",5,3,1,1,1,"erveles","cinizmus","meggyozes","jobbitas","learning",3,1,3,5,4,3,3,4,5,0,4,4,1,2,3,4,4,4,4,4,3,4,3,3,3,3,1,3,3,3,3,4,2,3,3,4,4,3.25,2.5,3,4.5,2.2,3.2,-0.405010332221353,0.0224526848047847,-1.57647343672887,-1.02213400184537,-0.702554652836315,1.03203822740393,-1.96642406360477,0.114275509812148,0
"144","r_1mz7quamc7dlwho","competition","victory","fight","power","willpower",5,5,3,5,5,"kibeszeles","megvetes","massag","elfogadas","change",1,1,4,5,3,5,3,5,3,0,4,4,1,3,2,3,4,3,4,4,4,4,4,5,4,2,1,4,4,4,2,5,5,5,5,4,3.75,4.25,2.25,4,4,4.6,2.8,-0.405010332221353,-0.234149427249897,-0.261032759406215,-1.29111663390994,0.539530921238938,0.259209601301451,1.3030520903405,-0.509397611535511,0
"145","r_2sfvbrytucqnd5w","opportunity","development","difficulty","task","megprobaltatas",5,5,1,3,2,"stressz","evaluation","feedback","development","lehetoseg",1,3,4,5,4,4,3,3,4,0,5,4,2,3,3,3,4,4,5,5,4,4,5,4,3,4,4,5,6,3,3,4,4,4,5,4.5,4.5,4.25,2.75,3.5,3.5,3.2,3.4,-0.012273040370344,0.535656908914148,-0.261032759406215,-0.753151369780799,-0.0815118657986883,-0.513619024801024,-0.604142332794237,0.426112070485976,0
"146","r_qikotv8aavslmfx","erot igenylo","szukseges","jo","difficulty","magabiztossagot ad",3,4,4,2,5,"useful","haszontalan","idegesito","constructive","attol fugg kitol es mit kapok",5,1,1,5,3,5,4,5,4,0,6,6,2,3,5,5,4,3,5,5,5,5,4,5,4,3,3,5,3,2,3,5,3,3,2,6,4.25,4.75,3.75,4.5,4.5,3.6,3,1.16593883518268,0.279054796859466,0.396687579255114,0.322779158477485,1.16057370827657,1.03203822740393,-0.0592296404700251,-0.197561050861682,0
"147","r_2s6uznskq1jch8n","moka","felelosseg","hatarido","uj dolog","legjobbnak lenni",5,4,3,4,5,"jobbnak lenni","change","jobban csinalni","zsuri","opinion",5,3,5,3,3,4,2,5,4,1,1,3,3,4,5,5,2,5,4,5,4,5,4,3,5,2,5,3,6,4,4,6,6,2,3,2,4,4,4.25,3,4.5,4.2,3.8,-1.97595949962539,0.0224526848047847,-0.589892928736879,0.860744422606627,-0.702554652836315,1.03203822740393,0.758139398016293,1.04978519183363,1
"148","r_22kusgnt87jmlvk","difficulty","perseverance","nagy","energia","goal",1,4,4,5,4,"useful","kellemes","kellemetlen","review","development",5,5,1,2,5,4,3,4,5,0,5,4,3,4,5,5,5,4,5,5,6,5,3,5,6,5,5,6,6,4,5,6,3,4,5,4.5,4.75,4.75,4.25,3.5,4.5,3.6,3.6,-0.012273040370344,0.79225902096883,0.396687579255114,0.860744422606627,-0.0815118657986883,1.03203822740393,-0.0592296404700251,0.737948631159805,0
"149","r_21yntgs18n1jy5q","hegy","maszas","bajnok","effort","competition",5,1,4,2,3,"puzser","dancso","humor","profi","tehetsegkutatok",2,5,5,5,2,4,1,5,3,0,6,6,1,2,3,1,3,4,3,4,5,5,6,6,2,4,1,5,3,3,2,4,1,5,6,6,3.5,5.5,1.75,2.5,4,3,3.8,1.16593883518268,-0.490751539304579,1.38326808724711,-1.82908189803908,-1.32359743987394,0.259209601301451,-0.876598678956343,1.04978519183363,0
"150","r_3niwddmtsaausdp","versenyzes","versenyszellem","keszsegfejlesztes","csapatmunka","task",4,5,5,3,3,"development","constructive","onbizalom","offense","oszinteseg",5,4,5,2,5,3,4,3,4,0,6,5,1,5,4,4,4,3,4,3,5,4,5,5,4,4,2,5,5,4,2,5,4,5,6,5.5,3.5,4.75,3.5,3.5,3.5,4,4.2,0.773201543331674,-0.490751539304579,0.396687579255114,0.053796526412914,-0.0815118657986883,-0.513619024801024,0.485683051854187,1.67345831318129,0
"151","r_xoqxhf8bcxbwhc1","task","felelosseg","novelty","goal","opportunity",3,2,4,5,5,"negative","positive","constructive","improvement","hibazas",1,5,4,4,2,4,3,5,3,0,3,3,1,3,2,1,3,3,3,4,3,5,5,2,2,6,1,6,4,5,1,3,1,3,5,3,3.25,3.75,1.75,3.5,4,3.8,3.2,-1.19048491592337,-0.74735365135926,-0.918753098067543,-1.82908189803908,-0.0815118657986883,0.259209601301451,0.213226705692081,0.114275509812148,0
"152","r_3kpnrxs6eu6izxg","success","task","result","karrier","work",5,2,4,3,3,"mistake","kotozkodes","piszkalodas","kudarc","panasz",1,1,2,1,3,4,4,3,4,0,2,3,2,2,4,1,4,2,3,3,2,4,3,2,4,4,5,2,2,6,6,3,2,4,3,2.5,3,2.75,2.25,4,3.5,3.4,1.6,-1.58322220777438,-1.00395576341394,-2.2341937753902,-1.29111663390994,0.539530921238938,-0.513619024801024,-0.331685986632131,-2.38041697557848,0
"153","r_3lhvgkwc1xxfhqb","power","difficulty","stress","victory","task",5,1,1,5,3,"utalat","tipp","mentor","development","leszolas",1,4,3,4,1,1,3,4,3,0,5,5,2,4,2,3,3,2,2,3,1,2,4,2,5,5,6,5,6,1,1,1,6,2,6,5,2.5,2.25,2.75,2,3.5,3,2.6,0.380464251480665,-1.51715998752331,-2.89191411405153,-0.753151369780799,-1.94464022691157,-0.513619024801024,-0.876598678956343,-0.821234172209339,0
"154","r_3f51nyv65xgtnyn","difficulty","competition","trying","novelty","trial",4,3,4,4,3,"negative","positive","minosites","feedback","evaluation",1,5,2,4,4,5,4,3,4,0,5,3,3,3,4,2,3,3,4,3,3,4,4,4,4,5,2,3,4,4,4,5,3,5,4,4,3.25,3.75,3,4.5,3.5,3.6,3.2,-0.405010332221353,-0.74735365135926,-0.918753098067543,-0.484168737716228,1.16057370827657,-0.513619024801024,-0.0592296404700251,0.114275509812148,0
"155","r_25r6rbkq0mzgiwu","fight","struggle","result","karate","university",4,3,5,5,3,"puzser robert","nyomas","szorongas","megbantas","kritikus",2,3,1,1,3,4,4,4,4,0,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,2,3,4,4,3,2,4,4,3,4,4,4,4,3.75,4,4,4,2,-0.405010332221353,0.0224526848047847,-0.589892928736879,0.322779158477485,0.539530921238938,0.259209601301451,0.485683051854187,-1.75674385423083,0
"156","r_1c7tie8e8syovdx","difficulty","goal","task","result","solution",1,4,4,4,5,"constructive","negative","megbantas","constructive","mistake",5,1,1,4,2,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.6,2.6,NA,NA,NA,NA,NA,0.259209601301451,-0.0592296404700251,-0.821234172209339,NA
"157","r_28syvnwiyzmb3f8","elszantsag","work","ambicio","stress","goal",4,2,5,1,4,"development","onuralom","offense","tapasztalat","malice",5,5,2,4,2,4,3,4,5,0,4,4,1,2,3,2,5,5,5,6,3,3,3,3,3,4,5,4,3,3,2,4,1,3,3,4,5.25,3,2,3.5,4.5,3.2,3.6,-0.405010332221353,1.30546324507819,-1.90533360605954,-1.56009926597451,-0.0815118657986883,1.03203822740393,-0.604142332794237,0.737948631159805,0
"158","r_teyrgbtnxgzrgvb","opportunity","excitement","fight","dicsoseg","izgulas",4,4,3,5,1,"filmek","elvaras","fontos","atnezes","feladat",5,2,3,3,2,3,5,4,4,0,5,6,4,4,5,5,4,4,5,4,2,4,5,4,1,6,3,3,4,2,6,3,3,5,3,5.5,4.25,3.75,4.5,4,4,3.4,3,0.773201543331674,0.279054796859466,-0.918753098067543,1.1297270546712,0.539530921238938,0.259209601301451,-0.331685986632131,-0.197561050861682,0
"159","r_57kkqm5hbgaanep","development","batorsag","perseverance","akaratero","elorelepes",5,5,5,5,5,"development","constructive","change","learning","help",5,5,4,5,5,3,5,3,5,0,6,6,3,3,5,5,6,5,5,5,5,5,4,5,3,6,1,4,4,4,5,4,3,4,3,6,5.25,4.75,4,4,4,5,4.8,1.16593883518268,1.30546324507819,0.396687579255114,0.591761790542056,0.539530921238938,0.259209601301451,1.84796478266472,2.60896799520278,0
"160","r_a5njgvkx5oksyhd","megerolteto","izgalmas","akaratlan","varatlan","opportunity",1,5,3,3,5,"felelmetes","evaluation","erdekes","formalo","elkerulhetetlen",1,5,4,4,2,3,4,3,4,1,5,5,2,3,5,3,3,4,4,3,3,5,5,5,4,4,5,5,4,3,5,3,4,3,5,5,3.5,4.5,3.25,3.5,3.5,3.4,3.2,0.380464251480665,-0.490751539304579,0.0678274099244497,-0.215186105651657,-0.0815118657986883,-0.513619024801024,-0.331685986632131,0.114275509812148,1
"161","r_bit2uwmnpn6xhuv","esely","elony","difficulty","epites","elorevisz",4,4,3,5,5,"onertekeles","problema","useful","haszontalan","constructive",2,1,5,1,4,4,3,4,4,0,5,5,4,3,3,2,2,2,1,2,2,4,6,3,6,6,6,6,4,2,2,4,3,3,3,5,1.75,3.75,3,3.5,4,4.2,2.6,0.380464251480665,-2.28696632368735,-0.918753098067543,-0.484168737716228,-0.0815118657986883,0.259209601301451,0.758139398016293,-0.821234172209339,0
