"","ResponseId","t1p1","Q76_First Click","Q76_Last Click","Q76_Page Submit","Q76_Click Count","t1p2","Q77_First Click","Q77_Last Click","Q77_Page Submit","Q77_Click Count","t1p3","Q78_First Click","Q78_Last Click","Q78_Page Submit","Q78_Click Count","t1p4","Q79_First Click","Q79_Last Click","Q79_Page Submit","Q79_Click Count","t1difchc","Q64_First Click","Q64_Last Click","Q64_Page Submit","Q64_Click Count","t1pp1","t1pp1t1_First Click","t1pp1t1_Last Click","t1pp1t1_Page Submit","t1pp1t1_Click Count","t1pp1w","t1pp1r","t1pp1t2_First Click","t1pp1t2_Last Click","t1pp1t2_Page Submit","t1pp1t2_Click Count","t1pp2","t1pp2t1_First Click","t1pp2t1_Last Click","t1pp2t1_Page Submit","t1pp2t1_Click Count","t1pp2w","t1pp2r","t1pp2t2_First Click","t1pp2t2_Last Click","t1pp2t2_Page Submit","t1pp2t2_Click Count","t1pp3","t1pp3t1_First Click","t1pp3t1_Last Click","t1pp3t1_Page Submit","t1pp3t1_Click Count","t1pp3w","t1pp3r","t1pp3t2_First Click","t1pp3t2_Last Click","t1pp3t2_Page Submit","t1pp3t2_Click Count","t1tp1","t1tp1time_First Click","t1tp1time_Last Click","t1tp1time_Page Submit","t1tp1time_Click Count","t1tp1choice","t1tp2","t1tp2time_First Click","t1tp2time_Last Click","t1tp2time_Page Submit","t1tp2time_Click Count","t1tp2choice","t1tp3","t1tp3time_First Click","t1tp3time_Last Click","t1tp3time_Page Submit","t1tp3time_Click Count","t1tp3choice","t1tp4","t1tp4time_First Click","t1tp4time_Last Click","t1tp4time_Page Submit","t1tp4time_Click Count","t1tp4choice","t1tp5","t1tp5time_First Click","t1tp5time_Last Click","t1tp5time_Page Submit","t1tp5time_Click Count","t1tp5choice","t1tp6","t1tp6time_First Click","t1tp6time_Last Click","t1tp6time_Page Submit","t1tp6time_Click Count","t1tp6choice","t1tp7","t1tp7time_First Click","t1tp7time_Last Click","t1tp7time_Page Submit","t1tp7time_Click Count","t1tp7choice","t1tp8","t1tp8time_First Click","t1tp8time_Last Click","t1tp8time_Page Submit","t1tp8time_Click Count"
"224","R_2Sq80YF0UQZABm6",6,14.484,14.484,19.021,1,3,6.187,6.187,8.369,1,1,26.205,26.205,29.538,1,6,6.391,6.391,9.065,1,0,0,0,12.505,0,7,16.944,16.944,21.348,1,1,NA,0,0,16.411,0,8,38.671,38.671,40.138,1,0,NA,NA,NA,NA,NA,1,10.606,10.606,12.732,1,NA,0,NA,NA,NA,NA,8,9.268,20.905,22.854,3,1,3,27.339,39.624,40.789,2,1,3,49.097,52.03,53.5,3,1,1,41.075,52.151,53.48,3,1,1,23.414,24.9,26.329,2,1,5,49.722,52.796,53.964,2,1,5,48.419,50.867,52.719,2,1,1,19.567,19.567,21.579,1
"225","R_2YoaW9ZI3OQmLZN",6,16.528,16.528,21.536,1,3,9.933,9.933,10.873,1,1,11.678,28.749,34.654,2,6,4.832,4.832,5.593,1,0,0,0,1.069,0,8,10.186,24.188,28.043,2,1,NA,0,0,6.876,0,2,32.979,32.979,34.826,1,1,NA,0,0,13.494,0,1,34.996,36.268,36.975,2,NA,0,NA,NA,NA,NA,8,7.12,10.138,13.386,2,1,NA,2.836,7.619,7.623,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","R_1eWwLcB3O6FBKvI",6,19.06,19.06,23.772,1,3,7.112,7.112,9.448,1,1,39.809,39.809,41.948,1,6,4.742,4.742,24.929,1,0,0,0,11.626,0,6,32.086,32.086,33.575,1,NA,0,NA,NA,NA,NA,5,36.624,36.624,40.234,1,NA,0,NA,NA,NA,NA,5,71.921,71.921,75.426,1,1,NA,0,0,18.764,0,8,9.284,14.155,15.428,2,1,9,58.473,60.871,64.135,2,1,9,34.862,38.458,41.265,4,1,1,52.504,55.54,56.799,2,1,9,7.157,9.851,13.118,2,1,5,26.553,33.362,36.167,5,1,3,18.387,20.644,22.555,2,1,1,11.398,11.398,13.31,1
"227","R_2fIqHMNkUkkn3J3",6,17.065,19.994,21.885,2,3,6.503,6.503,8.191,1,1,31.862,35.061,36.344,2,6,5.223,5.223,6.625,1,0,0,0,28.806,0,8,44.473,48.711,50.726,2,1,NA,15.991,15.991,17.321,1,5,111.955,114.444,115.53,2,NA,0,NA,NA,NA,NA,1,68.373,68.373,70.718,1,NA,0,NA,NA,NA,NA,8,3.812,19.052,20.534,4,1,4,105.639,110.267,111.612,3,1,4,95.049,98.98,100.021,3,1,5,12.91,18.596,19.683,4,1,1,19.482,22.763,23.786,3,1,5,9.645,51.69,52.763,5,1,5,38.749,57.554,58.914,4,1,1,19.522,21.991,23.876,2
"228","R_XLEFMLJj751YE8h",6,12.725,14.964,16.037,2,3,6.787,9.649,12.656,2,1,28.956,30.525,35.579,2,6,5.795,6.979,8.081,2,1,0,0,8.928,0,6,1.933,35.188,36.407,3,NA,1,2.375,5.751,8.072,4,2,71.016,72.305,73.474,2,1,NA,1.852,4.733,9.014,4,1,96.386,100.408,101.494,3,NA,0,NA,NA,NA,NA,8,1.996,16.136,17.928,5,1,7,58.056,77.854,79.023,4,1,9,20.325,24.336,25.869,3,1,7,74.035,77.117,78.098,3,1,8,2.499,57.854,58.853,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","R_XCkUAIs7bigvDwd",5,51.097,51.097,54.197,1,3,7.446,7.446,10.086,1,1,28.001,28.001,30.55,1,6,7.351,7.351,9.003,1,0,0,0,9.94,0,8,16.118,16.118,20.255,1,1,NA,0,0,10.324,0,6,64.116,83.261,85.454,2,1,NA,0,0,8.835,0,1,43.43,43.43,45.583,1,NA,0,NA,NA,NA,NA,8,17.896,22.065,24.905,2,1,7,48.846,52.191,53.648,2,1,9,10.242,12.444,13.946,2,1,2,26.302,35.595,37.054,4,1,1,13.221,14.878,16.066,2,1,1,23.587,26.161,27.506,2,1,3,20.762,24.489,25.494,3,1,1,15.373,15.373,18.388,1
"230","R_2dYEssp166oYDI2",6,15.623,15.623,22.021,1,3,4.399,4.399,8.197,1,1,26.588,27.475,28.134,2,6,5.802,9.485,12.844,3,1,0,0,10.474,0,2,35.668,112.132,115.536,4,1,NA,0,0,29.805,0,5,30.218,30.218,32.237,1,NA,0,NA,NA,NA,NA,1,35.627,35.627,38.811,1,NA,0,NA,NA,NA,NA,8,16.163,19.674,22.731,2,1,7,94.343,96.184,97.658,2,1,9,146.833,148.761,151.902,2,1,5,18.284,33.349,33.975,2,1,3,93.077,109.052,110.86,2,1,5,18.942,20.367,23.951,2,1,5,14.062,26.999,27.551,3,1,1,12.486,12.486,20.223,1
"231","R_1PTQiuOyMQTKlZ8",6,12.741,12.741,15.115,1,3,6.95,11.903,13.268,3,1,13.905,13.905,16.706,1,6,5.038,5.038,5.996,1,1,0,0,9.939,0,8,21.267,21.267,22.102,1,1,NA,0,0,14.448,0,3,24.095,24.095,25.699,1,1,NA,0,0,6.442,0,5,14.417,14.417,15.586,1,1,NA,0,0,14.901,0,8,6.935,9.195,10.372,2,1,3,45.17,46.984,48.026,2,1,7,8.898,10.757,11.538,2,1,5,8.995,10.5,11.295,2,1,6,4.223,8.95,9.783,3,1,5,10.001,18.362,19.462,3,1,3,5.812,7.448,8.261,2,1,6,8.31,8.31,10.061,1
"232","R_3fSLO9jXuphbk5p",6,9.917,11.654,12.314,2,3,5.496,7.528,8.365,2,3,1.482,14.773,15.953,2,6,5.532,5.532,6.564,1,0,0,0,7.316,0,6,10.35,11.631,12.976,2,NA,0,NA,NA,NA,NA,5,20.788,21.883,23.349,2,NA,1,0,0,24.039,0,1,14.546,14.546,17.108,1,NA,0,NA,NA,NA,NA,8,11.992,19.323,19.865,6,1,7,41.135,45.946,46.65,5,1,8,24.551,31.774,32.537,5,1,3,23.912,25.542,26.537,3,1,1,33.562,35.139,36.471,3,1,5,10.633,13.871,14.75,4,1,5,10.162,17.547,18.268,4,1,1,11.848,13.197,14.051,2
"233","R_1cYSXAAJWWG2RF4",6,9.669,9.669,15.462,1,4,28.996,28.996,30.475,1,1,21.461,21.461,25.526,1,6,9.335,9.335,11.051,1,0,0,0,16.793,0,4,26.169,26.169,41.45,1,1,NA,0,0,32.814,0,7,52.923,52.923,54.029,1,1,NA,0,0,5.497,0,3,61.722,61.722,62.794,1,0,NA,NA,NA,NA,NA,8,18.875,25.53,26.514,2,1,7,78.682,80.354,83.012,2,1,9,15.276,16.94,17.66,2,1,9,19.694,21.166,22.462,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","R_1Dnwx4e7RWJaP0F",6,18.193,18.193,21.402,1,3,33.255,33.255,35.167,1,1,18.205,18.205,20.22,1,6,12.595,12.595,13.944,1,1,0,0,17.76,0,8,62.952,62.952,65.071,1,1,NA,22.174,22.174,30.659,1,5,47.089,47.089,48.637,1,NA,0,NA,NA,NA,NA,1,14.11,14.11,15.988,1,NA,0,NA,NA,NA,NA,8,11.634,27.426,28.692,4,1,6,53.249,55.836,57.113,3,1,1,42.743,46.218,47.436,3,1,1,35.317,38.272,39.538,3,1,6,7.236,46.578,47.939,4,1,5,30.396,33.044,34.214,3,1,5,18.391,21.681,22.881,3,1,1,18.4,20.099,21.8,2
"235","R_vk2mxWf6xFzuDuN",6,25.573,25.573,30.156,1,3,17.771,17.771,21.543,1,1,27.368,27.368,31.394,1,6,9.159,9.159,13.228,1,1,0,0,20.455,0,3,71.435,71.435,75.045,1,1,NA,0,0,33.8,0,2,32.253,32.253,34.297,1,1,NA,0,0,11.272,0,1,85.778,85.778,90.468,1,NA,0,NA,NA,NA,NA,8,18.236,23.538,27.231,2,1,9,123.463,131.33,133.964,4,1,9,65.11,68.434,70.3,2,1,9,16.079,21.317,23.101,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","R_1l9plSL7KBbRldj",6,34.453,39.161,42.789,2,3,4.37,4.37,6.829,1,1,34.644,34.644,46.8,1,6,1.334,10.009,13.357,2,0,6.79,8.328,13.591,4,8,1.194,58.349,59.869,3,1,NA,2.672,42.717,50.371,7,5,1.308,44.813,46.407,2,NA,1,0,0,13.197,0,1,27.322,27.322,29.8,1,NA,0,NA,NA,NA,NA,8,1.553,21.403,22.892,7,1,9,91.666,95.395,101.773,2,1,9,2.791,96.42,98.21,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","R_9RYHUw5jMkqRm4F",6,13.26,13.26,14.601,1,3,24.418,24.418,26.211,1,1,15.569,15.569,17.197,1,6,5.045,5.045,5.915,1,1,0,0,14.409,0,1,11.801,11.801,14.362,1,1,NA,0,0,61.583,0,2,198.154,202.563,217.27,2,1,NA,0,0,32.87,0,1,96.704,96.704,99.726,1,NA,0,NA,NA,NA,NA,8,5.664,15.208,17.152,3,1,2,40.791,63.584,64.522,4,1,9,86.822,117.686,119.295,3,1,5,80.15,145.9,146.812,2,1,3,148.298,202.658,205.051,6,1,5,27.673,59.802,61.52,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","R_u4FQZTLIZG1zr4l",6,13.781,13.781,15.779,1,3,6.053,6.053,7.44,1,1,15.783,15.783,17.835,1,6,4.969,4.969,6.318,1,1,0,0,8.224,0,2,35.091,35.091,36.607,1,1,NA,0,0,50.631,0,6,42.527,42.527,43.816,1,0,NA,NA,NA,NA,NA,5,26.477,26.477,27.399,1,1,NA,0,0,12.9,0,8,13.944,35.964,37.402,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","R_3frPCtrQpK6nMIa",5,10.804,10.804,12.098,1,3,8.902,8.902,10.467,1,1,16.257,16.257,20.334,1,6,7.152,7.152,9.231,1,0,0,0,2.272,0,8,11.935,11.935,13.013,1,NA,NA,NA,NA,NA,NA,1,31.083,31.083,31.729,1,1,NA,0,0,2.493,0,1,12.697,12.697,13.864,1,NA,1,0,0,2.835,0,8,9.902,15.406,16.54,3,1,2,11.558,17.47,18.444,3,1,9,3.656,7.072,8.181,3,1,9,51.155,52.083,53.313,2,1,1,8.154,9.273,10.054,2,1,5,14.072,15.672,16.301,2,1,5,5.701,6.524,7.57,2,1,6,9.583,9.583,12.564,1
"240","R_PCKM7AfgsseUEBX",6,13.306,13.306,14.452,1,3,3.677,3.677,4.944,1,1,9.813,9.813,14.279,1,6,3.721,3.721,4.43,1,0,0,0,12.216,0,4,39,39,40.142,1,1,NA,0,0,17.764,0,5,79.968,79.968,80.752,1,NA,0,NA,NA,NA,NA,1,32.102,32.102,32.924,1,NA,0,NA,NA,NA,NA,8,5.426,8.722,10.088,2,1,7,73.131,73.727,74.522,2,1,9,92.513,93.057,93.532,2,1,5,67.807,68.964,70.068,2,1,4,50.39,51.624,52.356,2,1,5,18.027,25.553,26.253,5,1,5,40.041,41.696,43.141,2,1,1,9.565,9.565,10.502,1
"241","R_3dWByHiiAQz3Pn7",6,2.564,29.41,30.45,3,3,1.316,8.654,9.365,3,1,1.359,78.423,79.756,7,6,12.769,12.769,13.309,1,0,2.567,7.961,10.867,10,8,50.848,51.129,51.872,2,1,NA,2.035,34.589,34.924,16,1,2.435,110.93,111.863,4,1,NA,1.292,19.555,19.837,25,1,0.939,57.131,57.934,3,NA,1,17.397,31.458,32.785,13,8,0.554,24.723,25.859,9,1,9,95.393,96.235,96.828,2,1,9,45.879,46.523,72.337,2,1,1,2.206,73.7,74.221,4,1,9,0.935,22.62,23.196,4,1,1,19.543,20.203,20.707,2,1,2,0.911,19.03,19.474,6,1,2,1.292,8.173,9.945,3
"242","R_xfp8XP82PVWBTmF",6,12.255,12.255,13.242,1,3,6.046,6.046,7.474,1,1,14.235,16.937,20.235,2,6,11.432,11.432,12.353,1,1,0,0,14.411,0,5,18.801,27.468,29.253,2,1,NA,0,0,14.06,0,6,64.818,67.692,68.004,3,1,NA,0,0,18.727,0,1,24.615,24.615,29.882,1,NA,0,NA,NA,NA,NA,8,13.278,16.266,16.58,3,1,5,79.938,80.707,81.076,2,1,1,40.49,41.452,41.821,2,1,3,3.191,22.657,22.905,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","R_3hb6XkyhBDHGx6o",6,5.123,21.921,25.023,3,3,28.618,33.383,41.985,3,1,16.188,20.285,21.294,2,6,3.935,3.935,6.338,1,1,0,0,12.585,0,8,27.74,28.82,29.846,2,1,NA,4.299,8.157,9.44,4,5,49.765,63.435,64.61,5,NA,1,3.059,10.238,11.468,3,6,42.325,58.556,60.332,2,1,NA,2.602,6.011,7.424,3,8,2.17,19.516,21.031,7,1,4,7.384,62.447,64.162,4,1,2,68.978,71.878,73.1,3,1,1,16.907,20.263,21.331,3,1,7,37.262,41.136,45.827,5,1,1,21.529,24.052,25.129,3,1,5,36.254,38.475,39.569,3,1,6,15.817,17.737,19.152,2
"244","R_24Sv7QL3UoMA5Ff",6,15.493,15.493,18.743,1,3,6.788,6.788,8.352,1,1,19.116,19.116,21.908,1,6,7.777,7.777,9.577,1,1,0,0,12.322,0,7,39.916,39.916,41.311,1,1,NA,7.769,11.111,39.936,2,6,100.462,100.462,110.055,1,1,NA,31.007,40.553,50.804,4,5,59.212,59.212,64.438,1,1,NA,0,0,19.66,0,8,19.017,23.094,24.181,2,1,5,35.665,38.137,43.556,2,1,9,25.901,35.12,39.459,3,1,1,38.844,61.992,64.68,2,1,9,48.756,53.347,54.767,4,1,5,43.055,46.235,47.339,2,1,5,20.286,67.127,70.625,3,1,1,18.923,18.923,27.532,1
"245","R_3iVcN9SZiU2PzXj",6,10.524,12.287,13.594,2,3,4.355,5.995,7.396,2,1,13.701,19.755,20.917,2,6,3.668,5.174,6.321,2,0,0,0,11.061,0,1,26.376,29.837,31.427,3,1,NA,15.288,15.288,16.798,1,7,22.68,24.156,25.31,2,1,NA,22.523,22.523,24.158,1,5,32.823,34.144,35.605,2,1,NA,16.549,17.778,18.999,2,8,9.485,17.9,18.947,6,1,3,18.56,21.812,23.034,3,1,8,22.229,26.07,27.197,5,1,1,24.7,28.512,29.199,4,1,7,1.931,16.633,17.724,4,1,3,2.479,17.035,17.765,7,1,6,1.99,29.838,30.894,5,1,6,2.798,20.504,21.597,4
"246","R_1FK6rLG2kZwek3I",6,17.364,17.364,18.532,1,1,18.429,18.429,22.668,1,1,17.06,17.06,18.791,1,6,4.629,4.629,5.566,1,0,0,0,7.285,0,6,21.4,21.4,25.001,1,NA,0,NA,NA,NA,NA,3,49.467,49.467,50.58,1,0,NA,NA,NA,NA,NA,5,18.173,34.733,35.155,3,0,NA,NA,NA,NA,NA,8,12.028,19.988,21.195,3,1,3,33.865,45.489,46.447,3,1,9,15.556,16.772,18.172,2,1,9,13.356,14.348,15.985,2,1,9,2.88,4.127,5.077,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","R_1mJmLmfSjDcqVwm",6,15.031,15.031,23.618,1,3,20.437,20.437,22.297,1,1,37.045,37.045,40.66,1,6,9.245,9.245,13.682,1,1,0,0,8.883,0,6,47.269,47.269,49.477,1,NA,1,0,0,8.666,0,5,178.042,178.042,180.182,1,NA,1,0,0,12.379,0,1,36.736,36.736,42.951,1,NA,0,NA,NA,NA,NA,8,11.007,20.794,24.564,2,1,7,95.055,183.899,184.593,3,1,9,134.492,135.296,137.192,2,1,5,85.103,85.717,90.235,2,1,4,69.374,78.42,78.843,3,1,5,53.718,55.632,61.92,2,1,5,36.746,42.692,43.566,2,1,1,40.589,40.589,43.34,1
"248","R_r7s52fBDMityv85",6,6.921,22.718,33.42,3,3,3.943,3.943,6.862,1,1,12.454,12.454,16.548,1,6,4.628,4.628,6.313,1,1,0,0,10.368,0,6,58.117,58.117,60.421,1,NA,0,NA,NA,NA,NA,6,3.382,77.512,78.986,3,1,NA,0,0,98.483,0,5,36.045,36.045,54.698,1,1,NA,0,0,13.833,0,8,14.74,23.131,25.084,2,1,7,62.637,70.3,73.818,4,1,4,68.838,79.528,80.814,4,1,9,38.058,40.501,42.239,2,1,9,19.378,21.567,24.17,2,1,5,22.406,59.305,60.989,4,1,5,19.667,24.726,26.306,2,1,1,15.35,15.35,19.672,1
"249","R_2aaxFNdDQYGmuHr",6,12.989,12.989,14.898,1,3,5.116,5.116,6.621,1,1,30.613,30.613,35.97,1,6,4.544,4.544,5.795,1,1,0,0,16.175,0,6,68.935,68.935,70.883,1,NA,0,NA,NA,NA,NA,5,185.249,185.249,187.053,1,NA,1,5.213,24.957,25.828,4,1,26.9,26.9,30.085,1,NA,0,NA,NA,NA,NA,8,7.44,19.71,24.836,4,1,3,20.117,66.1,67.3,5,1,3,6.09,54.361,55.262,3,1,1,151.721,154.506,155.452,3,1,1,25.503,27.503,28.646,3,1,5,32.88,35.322,36.379,3,1,5,14.687,17.865,22.782,3,1,1,35.638,35.638,37.265,1
"250","R_ufukedS9PELDOb7",6,35.199,35.199,36.513,1,3,7.088,7.088,9.489,1,1,20.186,20.186,21.81,1,6,9.034,9.034,10.449,1,0,0,0,12.32,0,7,63.379,63.379,64.61,1,1,NA,0,0,10.659,0,5,27.366,27.366,28.508,1,NA,0,NA,NA,NA,NA,1,19.794,19.794,21.427,1,NA,0,NA,NA,NA,NA,8,18.117,27.493,28.612,2,1,4,84.783,88.944,89.816,2,1,9,47.948,50.052,50.827,2,1,NA,231.296,231.296,232.537,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","R_3qEaXxou07gnGiC",6,13.492,15.952,18.032,2,3,7.261,8.386,9.32,2,1,28.158,41.903,42.878,2,6,5.66,6.291,6.957,2,0,0,0,8.935,0,3,50.19,50.803,51.706,2,1,NA,19.626,19.626,20.669,1,3,28.157,28.758,29.329,2,1,NA,1.87,34.029,39.312,3,1,26.458,39.584,40.894,3,NA,1,7.472,8.17,8.77,2,8,15.296,27.977,28.97,7,1,9,119.262,141.785,142.463,4,1,2,73.969,116.048,116.866,9,1,9,6.977,8.148,9.182,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","R_tG6oQRpZDjMUXi9",5,30.279,30.279,33.516,1,2,21.401,21.401,24.291,1,1,55.742,55.742,57.185,1,6,69.236,69.236,70.233,1,0,0,0,16.102,0,2,72.543,72.543,74.669,1,1,NA,0,0,152.29,0,1,206.926,206.926,210.535,1,1,NA,0,0,21.333,0,1,75.793,77.137,77.501,2,NA,1,0,0,6.88,0,8,55.336,59.36,60.5,2,1,6,14.695,15.76,16.506,2,1,1,43.467,47.098,47.383,3,1,3,114.17,117.643,118.215,2,1,6,48.147,49.827,51.157,2,1,5,64.353,67.553,68.022,3,1,4,29.701,89.604,90.819,4,1,1,22.128,22.128,25.581,1
"253","R_2uJWOAcFZ1r3po5",6,15.521,15.521,16.844,1,3,3.903,3.903,5.534,1,1,24.552,24.552,25.762,1,6,4.214,4.214,5.588,1,0,0,0,6.32,0,7,22.745,22.745,23.939,1,1,NA,0,0,25.641,0,5,66.426,66.426,68.004,1,NA,0,NA,NA,NA,NA,1,23.012,23.012,26.176,1,NA,0,NA,NA,NA,NA,8,7.069,9.26,10.007,2,1,3,127.057,132.689,133.454,3,1,3,46.442,48.643,50.64,2,1,6,76.932,78.852,79.5,2,1,3,49.967,51.543,52.22,2,1,5,42.108,44.736,46.966,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","R_3iEiCeqs94jVgs7",6,15.331,15.331,17.111,1,3,4.864,4.864,8.797,1,1,34.026,34.026,36.118,1,6,12.628,12.628,14.051,1,0,0,0,14.052,0,5,60.198,67.283,68.295,2,1,NA,0,0,31.404,0,5,69.801,69.801,71.282,1,NA,0,NA,NA,NA,NA,1,48.722,48.722,49.76,1,NA,0,NA,NA,NA,NA,8,28.099,33.193,33.865,3,1,8,53.316,55.254,55.834,2,1,9,52.908,53.88,55.86,2,1,5,58.843,60.719,61.738,2,1,9,71.343,72.431,73.028,2,1,5,22.376,23.36,27.077,2,1,5,67.589,72.581,73.259,3,1,1,15.925,15.925,17.286,1
"255","R_2OJ5kN5LIUBguMO",6,24.685,24.685,25.723,1,3,19.367,19.367,21.248,1,1,54.943,54.943,57.736,1,6,23.688,23.688,24.706,1,1,0,0,13.774,0,2,155.957,228.98,232.338,3,1,NA,0,0,12.365,0,1,52.711,52.711,55.616,1,0,NA,NA,NA,NA,NA,1,26.441,26.441,27.811,1,NA,0,NA,NA,NA,NA,8,17.422,26.761,29.31,2,1,9,159.07,161.916,163.02,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","R_2qsKJYDJ0gKj67p",6,29.993,29.993,33.22,1,3,8.978,8.978,10.879,1,1,50.769,50.769,52.241,1,6,11.404,11.404,12.786,1,0,0,0,11.486,0,5,50.371,50.371,52.108,1,1,NA,31.98,31.98,32.367,1,5,33.7,33.7,35.759,1,NA,0,NA,NA,NA,NA,5,45.92,45.92,47.458,1,1,NA,0,0,14.752,0,8,18.045,21.769,25.208,2,1,7,76.527,78.166,79.049,2,1,2,52.294,60.127,62.934,3,1,1,74.846,76.169,76.769,2,1,6,57.204,62.168,63.643,2,1,5,20.748,22.225,23.086,2,1,2,37.661,38.793,39.577,2,1,1,17.857,19.249,19.73,2
"257","R_2xyQ6IJLhzayquD",6,10.162,10.162,11.917,1,3,9.436,9.436,10.901,1,1,42.838,42.838,44.607,1,6,5.358,5.358,6.766,1,1,0,0,10.559,0,6,48.43,48.43,49.562,1,NA,0,NA,NA,NA,NA,8,106.855,114.517,117.983,2,1,NA,0,0,56.16,0,1,65.4,65.4,67.21,1,NA,1,0,0,11.339,0,8,20.846,24.218,26.498,2,1,7,129.208,134.017,136.735,2,1,9,146.78,147.999,150.992,2,1,5,46.344,48.351,51.573,2,1,9,100.798,103.505,105.282,2,1,5,13.616,15.889,17.245,2,1,5,17.272,20.747,21.813,2,1,1,17.817,17.817,20.269,1
"258","R_2zSyDu0JYAyzB3r",6,11.859,11.859,19.192,1,3,4.844,4.844,5.998,1,1,11.922,11.922,19.67,1,6,5.325,5.325,7.007,1,1,0,0,14.04,0,6,17.857,17.857,20.614,1,NA,1,0,0,17.843,0,5,33.121,33.121,33.931,1,NA,0,NA,NA,NA,NA,1,25.9,25.9,26.919,1,NA,0,NA,NA,NA,NA,8,10.884,17.593,19.892,2,1,7,53.069,59.715,60.962,2,1,9,232.042,232.797,233.611,2,1,5,33.821,38.41,39.499,2,1,4,111.076,111.765,112.347,2,1,5,9.838,18.754,19.699,2,1,5,14.841,18.432,19.955,2,1,1,15.241,15.241,21.151,1
"259","R_bPpmhjfU9JcvyHn",6,14.325,14.325,16.17,1,3,6.238,6.238,10.554,1,1,33.928,33.928,36.746,1,6,11.061,11.061,14.009,1,1,0,0,2.318,0,4,33.031,33.031,34.414,1,1,NA,1.714,4.557,6.323,3,3,15.015,15.015,16.133,1,0,NA,NA,NA,NA,NA,1,35.175,37.041,37.629,4,NA,0,NA,NA,NA,NA,8,8.416,14.457,17.235,4,1,NA,2.075,30.231,30.236,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","R_1DAOQ9ZylC4iIsj",6,50.823,50.823,53.568,1,3,15.237,15.237,18.527,1,1,34.9,34.9,39.421,1,6,10.957,12.507,17.703,2,1,2.648,2.648,22.047,1,6,159.978,163.443,164.545,2,NA,1,20.9,57.962,59.885,4,2,50.889,77.515,83.289,2,1,NA,4.456,17.911,20.35,3,1,1689.251,1704.429,1706.259,2,NA,1,16.648,16.648,18.641,1,8,2.277,26.395,29.402,5,1,5,125.331,135.399,136.518,5,1,1,63.726,68.071,73.421,4,1,5,64.911,69.657,70.965,3,1,4,23.581,47.533,48.698,3,1,5,38.539,49.905,53.525,4,1,5,40.964,45.567,47.308,3,1,1,20.529,20.529,26.184,1
"261","R_1nVlZ8C48vVlXnk",6,19.168,23.206,27.163,2,1,20.815,20.815,22.029,1,8,44.329,45.777,46.905,3,6,14.818,14.818,15.879,1,0,0,0,3.675,0,7,23.369,30.01,32.868,2,1,NA,5.801,44.401,45.409,7,2,17.257,17.257,18.913,1,0,NA,NA,NA,NA,NA,5,21.931,21.931,27.296,1,0,NA,NA,NA,NA,NA,8,9.806,19.939,20.702,5,1,9,3.761,16.376,16.86,8,1,9,6.888,14.539,15.78,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
