"","ResponseId","Q187","chall_ass_self_1","chall_ass_self_2","chall_ass_self_3","chall_ass_self_4","chall_ass_self_5","chall_word_ev_1","chall_word_ev_2","chall_word_ev_3","chall_word_ev_4","chall_word_ev_5","crit_ass_self_1","crit_ass_self_2","crit_ass_self_3","crit_ass_self_4","crit_ass_self_5","crit_word_ev_1","crit_word_ev_2","crit_word_ev_3","crit_word_ev_4","crit_word_ev_5","chall_word_us_ev_1","chall_word_us_ev_2","chall_word_us_ev_3","chall_word_us_ev_4","chall_word_us_ev_5","crit_word_us_ev_1","crit_word_us_ev_2","crit_word_us_ev_3","crit_word_us_ev_4","crit_word_us_ev_5","pre_ms","pre_ms_words_4","pre_ms_words_5","pre_ms_words_6","ms_words_ev_1","ms_words_ev_2","ms_words_ev_3","chall_gnat_feedback_1","chall_gnat_feedback_2","chall_gnat_feedback_3","chall_gnat_correct_1","chall_gnat_attention_1","crit_gnat_feedback_1","crit_gnat_feedback_2","crit_gnat_feedback_3","crit_gnat_correct_1","crit_gnat_attention_1","Q194","iq_1","iq_2","fms_1","fms_2","fms_3","fms_4","crms_1","crms_2","crms_3","crms_4","chms_1","chms_2","chms_3","chms_4","grit_1","grit_2","grit_3","grit_4","grit_5","grit_6","grit_7","grit_8","fsc_1","fsc_2","crsc_1","crsc_2","chsc","mcsd_1","mcsd_2","mcsd_3","mcsd_4","mcsd_5","mcsd_6","mcsd_7","mcsd_8","mcsd_9","mcsd_10","mcsd_11","mcsd_12","mcsd_13","Q197_1","Q197_2","Q197_3","Q197_4","Q197_5","Q197_6","Q197_7","Q197_8","Q197_9","Q197_10","Q197_11","Q197_12","Q197_13","Q197_14","Q197_15","Q197_16","Q197_17","Q197_18"
"156","R_1jDqGQy2nVL0nQT","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","feladat","ötlet","gondolkozás","verseny","lendület","inkább pozitív","inkább pozitív","inkább pozitív","semleges","inkább pozitív","építő","segít","javít","bánt","megsért","pozitív","pozitív","pozitív","negatív","negatív","inkább pozitív","inkább pozitív","inkább pozitív","inkább negatív","semleges","inkább pozitív","pozitív","pozitív","pozitív","negatív","Szerintem el fogja mondani, hogy miket rontottam el szerinte, hogy miket lehetne szebben vagy esetleg szakszerűbben megfogalmazni.","félelem","izgatottság","kétely","inkább negatív","pozitív","negatív","Igen, nagyon.","Igen, nagyon.","Igen, nagyon.",40,46,"Igen.","Igen.","Igen, nagyon.",50,65,"nem volt","Nem értek egyet","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Teljes mértékben egyetértek","Egyetértek","Egyetértek","Nem értek egyet","Inkább nem értek egyet","Egyetértek","Egyetértek","Inkább nem értek egyet","Nem értek egyet","Kevéssé jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Nagyon jellemző rám","Nagyon valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Igaz","Igaz","Hamis","Hamis","Igaz","Hamis","Igaz","Hamis","Igaz","Igaz","Igaz","Egyetértek","Egyetértek","Teljesen egyetértek","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Teljesen egyetértek","Egyet is értek, meg nem is.","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Teljesen egyetértek","Nem értek egyet","Teljesen egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Teljesen egyetértek","Egyet is értek, meg nem is."
"157","R_2QxsoZEYCz8nSNt","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","fejlődés","nehézség","változás","feladat","tapasztalat","pozitív","semleges","inkább pozitív","semleges","pozitív","vélemény","visszajelzés","fejlődés","értékelés","rossz","semleges","inkább pozitív","pozitív","inkább pozitív","inkább negatív","inkább pozitív","inkább negatív","inkább pozitív","inkább negatív","inkább pozitív","semleges","inkább pozitív","inkább pozitív","semleges","inkább negatív","a témavezetők tapasztaltságából kiindulva, biztosan korrigálni fogja egyes részeit, ami pozitív hatással lesz nem csak a munkámra, de a tudásomra is","megkönnyebbült","boldog","kíváncsi","pozitív","pozitív","pozitív","Közepesen.","Közepesen.","Inkább igen.",55,81,"Nem.","Közepesen.","Igen.",46,93,"nem","Egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Egyetértek","Inkább nem értek egyet","Nem értek egyet","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Kevéssé jellemző rám","Nagyon valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","Talán így gondolnám.","Teljes mértékben így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Igaz","Igaz","Hamis","Hamis","Hamis","Igaz","Hamis","Hamis","Igaz","Hamis","Igaz","Igaz","Igaz","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Nem értek egyet","Egyetértek","Egyetértek","Teljesen egyetértek","Teljesen egyetértek","Nem értek egyet","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Nem értek egyet","Nem értek egyet","Egyetértek"
"158","R_3eyHaWLjfTGLSQu","lenémítottam a telefonom","feladat","képesség","fejlődés","akadály","megugrani","semleges","inkább pozitív","pozitív","inkább negatív","inkább pozitív","negatív","pozitív","vélemény","kultúrált","kultúrálatlan","negatív","pozitív","semleges","pozitív","negatív","inkább pozitív","inkább negatív","semleges","inkább negatív","inkább negatív","semleges","pozitív","semleges","semleges","inkább negatív","Úgy gondolom valamit ki akar javítani, segítő szándékból. Esetleg megmutatni egy új funkciót.","meglepődés","ijedtség","bizonytalanság","semleges","negatív","negatív","Közepesen.","Közepesen.","Igen, nagyon.",65,93,"Igen.","Közepesen.","Igen, nagyon.",75,96,"Nem.","Nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Egyetértek","Inkább egyetértek","Nem értek egyet","Teljes mértékben egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Egyetértek","Nem értek egyet","Inkább nem értek egyet","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Teljes mértékben jellemző rám","Nagyon valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","Talán így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Igaz","Igaz","Igaz","Igaz","Igaz","Hamis","Hamis","Igaz","Igaz","Hamis","Hamis","Teljesen egyetértek","Teljesen egyetértek","Egyetértek","Teljesen egyetértek","Teljesen egyetértek","Egyetértek","Egyetértek","Nem értek egyet","Egyet is értek, meg nem is.","Teljesen egyetértek","Egyet is értek, meg nem is.","Teljesen egyetértek","Egyet is értek, meg nem is.","Teljesen egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyet is értek, meg nem is."
"159","R_2VvWOQxIHIcA3ML","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","küzdés","akadály","győzelem","nehézség","feladat","inkább negatív","inkább negatív","pozitív","negatív","semleges","visszajelzés","tanács","párbeszéd","teljesítmény","tanulság","inkább pozitív","inkább pozitív","semleges","semleges","semleges","inkább negatív","inkább negatív","inkább negatív","negatív","inkább negatív","semleges","semleges","semleges","inkább negatív","inkább negatív","Úgy gondolom, hogy számára biztosan időhatékonyabb a személyes találkozó, valamint számomra is egyszerűbb ha szóban összefoglalja a jó és javítandó részeket a munkámban. Nem gondolnám, hogy a prezentációt negatívan itélné meg és emiatt szeretné személyesen a sok hibát átbeszélni, csupán egy személyes találkozó mindkettőnknek jobb lenne, mint emailben röviden kommunikálni. Biztosan lesz, amit javítanom kell, de nem hiszem, hogy teljesen rossznak ítéli meg a témavezetőm a munkámat.","zavarodottság","aggodalom","önsajnálat","inkább negatív","negatív","negatív","Inkább igen.","Igen, nagyon.","Inkább igen.",70,70,"Közepesen.","Igen, nagyon.","Igen.",65,80,"Nem volt, probáltam a képernyő közepén lévő szóra koncentrálni és egyből nyomni a szóköz billentyűt.","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Egyáltalán nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább egyetértek","Nagyon jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Kevéssé jellemző rám","Kevéssé jellemző rám","Talán így gondolnám.","Talán így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Igaz","Igaz","Igaz","Igaz","Hamis","Hamis","Igaz","Igaz","Igaz","Igaz","Hamis","Egyet is értek, meg nem is.","Egyetértek","Egyet is értek, meg nem is.","Nem értek egyet","Egyet is értek, meg nem is.","Nem értek egyet","Egyetértek","Egyet is értek, meg nem is.","Egyetértek","Teljesen egyetértek","Egyetértek","Teljesen egyetértek","Egyet is értek, meg nem is.","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Nem értek egyet","Nem értek egyet"
"160","R_10GfuiEhH3xqb5g",NA,"nehéz","tanulás","munka","siker","játék","negatív","semleges","semleges","pozitív","semleges","negatív","szülők","rendszer","állam","film","negatív","negatív","semleges","semleges","inkább pozitív","semleges","inkább negatív","semleges","inkább negatív","semleges","inkább negatív","semleges","semleges","inkább negatív","negatív","Valószínüleg összségében tetszeni fog neki, bár talál benne néhány részt, amit átírna, másképp fogalmazna, vagy változtatna rajta.","kiváncsiság","érdeklődés","ijedtség","semleges","semleges","negatív","Közepesen.","Inkább igen.","Igen, nagyon.",75,70,"Közepesen.","Igen.","Igen, nagyon.",65,60,"nem","Nem értek egyet","Egyáltalán nem értek egyet","Egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Egyetértek","Teljes mértékben egyetértek","Inkább egyetértek","Inkább nem értek egyet","Nagyon jellemző rám","Nagyon jellemző rám","Nagyon jellemző rám","Nagyon jellemző rám","Kevéssé jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Kevésbé valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Hamis","Igaz","Igaz","Igaz","Hamis","Hamis","Hamis","Igaz","Hamis","Hamis","Hamis","Hamis","Egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyetértek","Egyetértek","Egyetértek","Teljesen egyetértek","Egyet is értek, meg nem is.","Nem értek egyet","Teljesen egyetértek","Egyet is értek, meg nem is.","Teljesen egyetértek","Nem értek egyet","Teljesen egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Nem értek egyet","Egyetértek"
"161","R_1fjz6NqCkth2XUx","kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","megfelelés","fejlődés","ismeretlen","vizsgahelyzet","bizonyítás","inkább negatív","pozitív","inkább negatív","inkább negatív","inkább negatív","negatív","pozitív","vélemény","szubjektív","mérőzsinór","inkább negatív","inkább pozitív","semleges","semleges","inkább pozitív","semleges","inkább negatív","semleges","inkább negatív","inkább negatív","inkább negatív","inkább pozitív","inkább pozitív","semleges","inkább negatív","Megbeszélni, összegezni az eddigieket, kijavítja a hibákat, javasol új forrásokat, stratégiákat, stb.","semleges","várakozással teli","izgatottság","semleges","inkább pozitív","inkább pozitív","Inkább igen.","Közepesen.","Közepesen.",50,70,"Igen.","Közepesen.","Közepesen.",75,60,"Elején mindig bevéstem, hogy pozitív, vagy negatív a kritika, és arra fókuszáltam agyban.","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Valamennyire jellemző rám","Valamennyire jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Nagyon jellemző rám","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Igaz","Igaz","Igaz","Igaz","Igaz","Igaz","Igaz","Igaz","Hamis","Igaz","Igaz","Hamis","Hamis","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyetértek","Teljesen egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Nem értek egyet"
"162","R_22K7KMUIFL3VO6P","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","feladat","újdonság","nehézség","fejlődés","szint","inkább pozitív","pozitív","inkább negatív","pozitív","semleges","építő","igazság","visszacsatolás","őszinte","szembesülés","pozitív","inkább pozitív","pozitív","inkább pozitív","semleges","inkább pozitív","inkább negatív","inkább negatív","semleges","inkább pozitív","semleges","inkább pozitív","inkább pozitív","inkább pozitív","semleges","Szeretné benne kijavítani a hibákat, de nem feltétlenül rossz az egész.","kíváncsiság","félelem","bizonytalanság","pozitív","negatív","inkább negatív","Igen, nagyon.","Inkább igen.","Igen, nagyon.",50,75,"Igen.","Közepesen.","Igen, nagyon.",60,75,"Csak a szavakra próbáltam koncentrálni.","Inkább nem értek egyet","Inkább nem értek egyet","Egyáltalán nem értek egyet","Nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Teljes mértékben egyetértek","Nem értek egyet","Egyáltalán nem értek egyet","Nagyon jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Nagyon valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Hamis","Hamis","Igaz","Hamis","Hamis","Hamis","Igaz","Igaz","Igaz","Igaz","Hamis","Igaz","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyáltalán nem értek egyet","Nem értek egyet","Egyet is értek, meg nem is.","Teljesen egyetértek","Egyetértek","Teljesen egyetértek","Nem értek egyet","Egyetértek","Egyet is értek, meg nem is.","Nem értek egyet","Egyáltalán nem értek egyet","Egyetértek"
"163","R_22KsRHdpaXAoZ8X","kikapcsoltam a tv-t és leállítottam a zenét","próba","erőfeszítés","küzdelem","győzelem","kudarc","inkább pozitív","pozitív","inkább pozitív","pozitív","negatív","vélemény","javulás","önkép","hamis","alaptalan","inkább pozitív","pozitív","inkább pozitív","negatív","negatív","inkább pozitív","inkább pozitív","inkább pozitív","pozitív","pozitív","inkább pozitív","inkább pozitív","inkább pozitív","inkább pozitív","inkább pozitív","Építő jellegű kritikát fog velem közölni","Aggodalom","Remény","Izgatottság","inkább negatív","pozitív","inkább pozitív","Inkább nem.","Közepesen.","Igen, nagyon.",65,80,"Nem.","Közepesen.","Igen, nagyon.",70,75,NA,"Egyetértek","Egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Egyetértek","Egyetértek","Nem értek egyet","Egyáltalán nem értek egyet","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nagyon jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Teljes mértékben jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Talán így gondolnám.","Teljes mértékben így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","Nem oldanám meg a plusz feladatot extra pontért.","Igaz","Igaz","Igaz","Hamis","Hamis","Igaz","Igaz","Hamis","Hamis","Igaz","Igaz","Igaz","Hamis","Egyetértek","Egyetértek","Nem értek egyet","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Nem értek egyet","Egyáltalán nem értek egyet","Egyet is értek, meg nem is.","Teljesen egyetértek","Egyáltalán nem értek egyet","Teljesen egyetértek","Nem értek egyet","Egyetértek","Egyetértek","Egyetértek","Egyáltalán nem értek egyet","Nem értek egyet"
"164","R_2wtLFO0L62DHNfi",NA,"megfelelés","cél","kitartás","teljesítés","feladás","semleges","pozitív","pozitív","semleges","inkább negatív","negatív","pozitív","megfelelés","elvárás","megfigyelés","negatív","pozitív","inkább negatív","inkább negatív","semleges","inkább pozitív","inkább negatív","semleges","inkább negatív","semleges","inkább negatív","semleges","semleges","semleges","inkább negatív","Szerintem negatív kritikával illetne.","félelem","szomorúság","csalódás","negatív","negatív","negatív","Inkább igen.","Inkább igen.","Inkább igen.",41,62,"Igen.","Igen.","Igen.",40,65,"Nincs","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Inkább nem értek egyet","Inkább egyetértek","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Igaz","Igaz","Igaz","Hamis","Igaz","Hamis","Igaz","Igaz","Igaz","Igaz","Igaz","Egyet is értek, meg nem is.","Nem értek egyet","Egyet is értek, meg nem is.","Nem értek egyet","Egyetértek","Egyet is értek, meg nem is.","Nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyetértek","Egyet is értek, meg nem is.","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyet is értek, meg nem is."
"165","R_2OOP3HABHgRHjGZ","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","probléma","feladat","megoldás","aktivitás","kudarc","negatív","semleges","pozitív","pozitív","negatív","vélemény","negatív","építő","értékelés","befolyásolás","semleges","negatív","pozitív","semleges","semleges","inkább negatív","inkább negatív","inkább negatív","negatív","inkább negatív","semleges","semleges","semleges","inkább pozitív","semleges","Nem feltétlenül gondolnék negatív dologra, de persze megfordulna a fejembe, hogy lehet annyira rossz lett, hogy személyesen szeretné közölni. Azonban inkább elsősorban arra gondolnék, hogy ez egy olyan fontos állomása a diplomaszerzésnek, hogy inkább személyesen kellene konzultálnunk róla. Biztosan ott forogna a gondolat a fejembe a találkozó időpontjáig, de megpróbálnék nem stresszelni rajta.","stressz","megfelelni vágyás","nyomás","negatív","inkább negatív","negatív","Közepesen.","Inkább igen.","Igen, nagyon.",60,90,"Közepesen.","Igen.","Igen, nagyon.",70,90,"Nem volt.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Teljes mértékben egyetértek","Inkább nem értek egyet","Nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Egyetértek","Teljes mértékben jellemző rám","Nagyon jellemző rám","Egyáltalán nem jellemző rám","Nagyon jellemző rám","Egyáltalán nem jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Nagyon jellemző rám","Teljes mértékben így gondolnám.","Teljes mértékben így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Hamis","Igaz","Igaz","Igaz","Hamis","Hamis","Igaz","Igaz","Igaz","Igaz","Hamis","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyáltalán nem értek egyet","Egyetértek","Teljesen egyetértek","Egyet is értek, meg nem is.","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Egyetértek","Teljesen egyetértek","Egyet is értek, meg nem is.","Egyetértek","Nem értek egyet"
"166","R_2s6o2hXG2Ebrbkd","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","nehéz","cél","motiváció","hosszútávú","siker","inkább negatív","inkább pozitív","inkább pozitív","semleges","pozitív","negatív","pozitív","építő","romboló","ellenséges","negatív","pozitív","pozitív","negatív","negatív","inkább pozitív","inkább negatív","inkább negatív","inkább negatív","inkább negatív","inkább negatív","inkább pozitív","inkább pozitív","semleges","inkább negatív","Építő visszajelzés, kiegészíti egyéb információkkal, a kisebb-nagyobb hibáimra rámutat.","várakozó","ideges","motivált","inkább pozitív","negatív","pozitív","Inkább igen.","Inkább igen.","Igen, nagyon.",71,76,"Igen.","Igen.",NA,71,67,"Nem volt","Egyáltalán nem értek egyet","Nem értek egyet","Nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Kevéssé jellemző rám","Valamennyire jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Kevéssé jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Kevéssé jellemző rám","Kevésbé valószínű, hogy így gondolnám.","Talán így gondolnám.","Talán így gondolnám.","Talán így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Hamis","Igaz","Igaz","Igaz","Igaz","Hamis","Igaz","Igaz","Igaz","Igaz","Hamis","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyetértek","Nem értek egyet","Egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyetértek","Nem értek egyet"
"167","R_2CwgPbS6UamFnC9","lenémítottam a telefonom","izgalom","ismeretlen","siker","kudarc","komfortzóna","pozitív","semleges","pozitív","negatív","semleges","szembesülés","romboló","fejlődés","őszinteség","reflektálás","inkább pozitív","negatív","pozitív","pozitív","pozitív","pozitív","inkább negatív","pozitív","pozitív","inkább pozitív","semleges","pozitív","inkább pozitív","pozitív","inkább negatív","Meg szeretné beszélni azokat a dolgokat, amelyektől még jobb lehet a prezentáció. De bennem van az a fajta izgalom, kétely, hogy nem tetszik majd neki. Ez nem negatív dolog, hiszen lehet rajta javítani még... ezért segít a témavezető.","izgalom","kétségek","visszajelzés","pozitív","inkább negatív","pozitív","Inkább igen.","Közepesen.","Inkább igen.",78,84,"Közepesen.","Közepesen.","Igen.",77,88,"olvastam a szavakat gyakran, és mellé mondtam magamban a kategóriákat, így gyorsabban tudtam megoldani","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Nem értek egyet","Inkább egyetértek","Egyetértek","Egyáltalán nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Inkább nem értek egyet","Egyáltalán nem értek egyet","Valamennyire jellemző rám","Valamennyire jellemző rám","Egyáltalán nem jellemző rám","Teljes mértékben jellemző rám","Egyáltalán nem jellemző rám","Egyáltalán nem jellemző rám","Teljes mértékben jellemző rám","Teljes mértékben jellemző rám","Egyáltalán nem valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Igaz","Hamis","Igaz","Igaz","Igaz","Hamis","Hamis","Hamis","Igaz","Hamis","Igaz","Hamis","Hamis","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Egyetértek","Teljesen egyetértek","Egyetértek","Egyetértek","Teljesen egyetértek","Teljesen egyetértek","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyetértek","Egyet is értek, meg nem is."
"168","R_d5r2Lb9YmTvDS5b","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","küzdelem","verseny","rivalizálás","nehézség","győzelem","inkább pozitív","inkább pozitív","semleges","inkább negatív","inkább pozitív","film","vita","Puzsér","kritikus","nem tetszés","inkább pozitív","inkább negatív","pozitív","semleges","negatív","inkább pozitív","inkább pozitív","inkább pozitív","inkább negatív","semleges","semleges","semleges","semleges","inkább pozitív","inkább negatív","Szeretne segíteni a hibák javításában.","öröm","izgalom","boldogság","inkább pozitív","semleges","inkább pozitív","Inkább igen.","Közepesen.","Igen, nagyon.",75,86,"Közepesen.","Közepesen.","Igen, nagyon.",75,91,"minél inkább koncentrálni","Nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Valamennyire jellemző rám","Nagyon jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Hamis","Igaz","Hamis","Igaz","Hamis","Hamis","Igaz","Hamis","Igaz","Igaz","Igaz","Hamis","Egyetértek","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyetértek","Egyet is értek, meg nem is.","Teljesen egyetértek","Nem értek egyet","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyetértek","Egyet is értek, meg nem is.","Nem értek egyet","Nem értek egyet","Egyetértek"
